                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |     121287 |     121264 |     120827 |     120626 |     120975 |     120779 |     120658 |     121686 |     120484 |     120718
  Cycles                             |    1043252 |    1043252 |    1043252 |    1043252 |    1043252 |    1043252 |    1043252 |    1043252 |    1043252 |    1043252
  IPC                                |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
  Time (ns)                          |     392200 |     392200 |     392200 |     392200 |     392200 |     392200 |     392200 |     392200 |     392200 |     392200
  Idle time (ns)                     |        351 |        -44 |       1207 |         29 |       1102 |       2161 |        736 |        -44 |        107 |       1309
  Idle time (%)                      |       0.1% |      -0.0% |       0.3% |       0.0% |       0.3% |       0.6% |       0.2% |      -0.0% |       0.0% |       0.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21984 |      21982 |      21933 |      21922 |      21947 |      21928 |      21925 |      22023 |      21915 |      21926
  num incorrect                      |       1466 |       1465 |       1437 |       1425 |       1448 |       1436 |       1426 |       1503 |       1417 |       1428
  misprediction rate                 |      6.25% |      6.25% |      6.15% |      6.10% |      6.19% |      6.15% |      6.11% |      6.39% |      6.07% |      6.11%
  mpki                               |      12.09 |      12.08 |      11.89 |      11.81 |      11.97 |      11.89 |      11.82 |      12.35 |      11.76 |      11.83
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15262 |      15259 |      15182 |      15152 |      15202 |      15178 |      15157 |      15330 |      15129 |      15167
    num misses                       |         50 |         50 |         49 |         47 |         49 |         49 |         48 |         52 |         46 |         49
    miss rate                        |      0.33% |      0.33% |      0.32% |      0.31% |      0.32% |      0.32% |      0.32% |      0.34% |      0.30% |      0.32%
    mpki                             |       0.41 |       0.41 |       0.41 |       0.39 |       0.41 |       0.41 |       0.40 |       0.43 |       0.38 |       0.41
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40088 |      40076 |      39895 |      39798 |      39956 |      39879 |      39809 |      40235 |      39730 |      39846
    num misses                       |        118 |        118 |        117 |        117 |        117 |        117 |        117 |        118 |        116 |        117
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.96 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
