                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   40078156 |   40078808 |   40087436 |   40087432 |   40078152 |   40121709 |   40084503 |   40079883 |   40099504 |   40110112 |   40079852 |   40078128
  Cycles                             |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464 |  161037464
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400 |   60540400
  Idle time (ns)                     |         67 |         15 |         -2 |        -64 |         53 |        -95 |         36 |         15 |        -95 |         -2 |        -71 |         42
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10011280 |   10011443 |   10013600 |   10013600 |   10011280 |   10022008 |   10012867 |   10011712 |   10016617 |   10019269 |   10011705 |   10011274
  num incorrect                      |       1441 |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6875 |       6733 |       6509 |       6194 |       6948 |       5576 |       6625 |       6909 |       5926 |       5595 |       6625 |       6834
    miss rate                        |     45.33% |     44.40% |     42.92% |     40.84% |     45.82% |     36.36% |     43.69% |     45.56% |     39.08% |     36.89% |     43.69% |     45.06%
    mpki                             |       0.17 |       0.17 |       0.16 |       0.15 |       0.17 |       0.14 |       0.17 |       0.17 |       0.15 |       0.14 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8805 |       8601 |       8479 |       8256 |       8828 |       7903 |       8591 |       8794 |       8117 |       7775 |       8634 |       8697
    miss rate                        |     22.10% |     21.59% |     21.28% |     20.72% |     22.16% |     19.64% |     21.56% |     22.07% |     20.37% |     19.52% |     21.67% |     21.83%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.21 |       0.22 |       0.20 |       0.21 |       0.22 |       0.20 |       0.19 |       0.22 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15710 |      15365 |      15018 |      14480 |      15806 |      13512 |      15247 |      15733 |      14073 |      13401 |      15290 |      15561
    num cache misses                 |      12384 |      12239 |      12201 |      12023 |      12484 |      11207 |      12379 |      12468 |      11808 |      11020 |      12043 |      12542
    miss rate                        |     78.83% |     79.66% |     81.24% |     83.03% |     78.98% |     82.94% |     81.19% |     79.25% |     83.91% |     82.23% |     78.76% |     80.60%
    mpki                             |       0.31 |       0.31 |       0.30 |       0.30 |       0.31 |       0.28 |       0.31 |       0.31 |       0.29 |       0.27 |       0.30 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12415 |      12272 |      12232 |      12054 |      12515 |      11241 |      12410 |      12499 |      11839 |      11052 |      12074 |      12572
    num cache misses                 |       2600 |       2597 |       2599 |       2601 |       2605 |       2653 |       2602 |       2610 |       2598 |       2582 |       2585 |       2596
    miss rate                        |     20.94% |     21.16% |     21.25% |     21.58% |     20.82% |     23.60% |     20.97% |     20.88% |     21.94% |     23.36% |     21.41% |     20.65%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31737 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      86.93 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      33.50 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1334 |       1329 |       1326 |       1318 |       1340 |       1307 |       1338 |       1343 |       1328 |       1311 |       1314 |       1334
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
