                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60091003 |   60119806 |   60121685 |   60096879 |   60108451 |   60088156 |   60091951 |   60108218 |   60093319 |   60089828 |   60091735 |   60102889 |   60089224 |   60088768
  Cycles                             |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886 |  281180886
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100 |  105707100
  Idle time (ns)                     |         98 |         82 |        -24 |         73 |         82 |         57 |        -24 |        170 |        169 |        154 |        124 |         54 |         89 |        142
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10016966 |   10021766 |   10022009 |   10017945 |   10019873 |   10016491 |   10017123 |   10019835 |   10017352 |   10016769 |   10017087 |   10018947 |   10016669 |   10016593
  num incorrect                      |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      40239 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6605 |       5843 |       5602 |       6443 |       6168 |       6107 |       6582 |       6222 |       6520 |       6338 |       6590 |       6090 |       6207 |       6336
    miss rate                        |     43.56% |     38.53% |     36.54% |     42.49% |     40.68% |     40.27% |     43.41% |     41.03% |     43.00% |     41.80% |     43.46% |     40.16% |     40.93% |     41.78%
    mpki                             |       0.11 |       0.10 |       0.09 |       0.11 |       0.10 |       0.10 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      40239 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       8832 |       8099 |       8111 |       8755 |       8466 |       8520 |       8898 |       8479 |       8876 |       8749 |       8862 |       8445 |       8555 |       8690
    miss rate                        |     22.17% |     20.33% |     20.16% |     21.97% |     21.25% |     21.38% |     22.33% |     21.28% |     22.28% |     21.96% |     22.24% |     21.19% |     21.47% |     21.81%
    mpki                             |       0.15 |       0.13 |       0.13 |       0.15 |       0.14 |       0.14 |       0.15 |       0.14 |       0.15 |       0.15 |       0.15 |       0.14 |       0.14 |       0.14
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15477 |      13981 |      13752 |      15236 |      14669 |      14667 |      15519 |      14736 |      15433 |      15122 |      15491 |      14573 |      14797 |      15060
    num cache misses                 |      13113 |      11665 |      11662 |      12877 |      12201 |      12309 |      12971 |      12307 |      13046 |      12723 |      13174 |      12323 |      12376 |      12624
    miss rate                        |     84.73% |     83.43% |     84.80% |     84.52% |     83.18% |     83.92% |     83.58% |     83.52% |     84.53% |     84.14% |     85.04% |     84.56% |     83.64% |     83.82%
    mpki                             |       0.22 |       0.19 |       0.19 |       0.21 |       0.20 |       0.20 |       0.22 |       0.20 |       0.22 |       0.21 |       0.22 |       0.21 |       0.21 |       0.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13153 |      11705 |      11705 |      12916 |      12239 |      12349 |      13011 |      12345 |      13085 |      12760 |      13214 |      12363 |      12411 |      12660
    num cache misses                 |       2673 |       2644 |       2720 |       2666 |       2659 |       2660 |       2674 |       2655 |       2672 |       2667 |       2671 |       2660 |       2660 |       2666
    miss rate                        |     20.32% |     22.59% |     23.24% |     20.64% |     21.73% |     21.54% |     20.55% |     21.51% |     20.42% |     20.90% |     20.21% |     21.52% |     21.43% |     21.06%
    mpki                             |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38397 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.74 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1386 |       1345 |       1353 |       1380 |       1369 |       1367 |       1383 |       1362 |       1383 |       1377 |       1384 |       1369 |       1374 |       1373
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
