                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   12620875 |   12621692 |   12612482 |   12596958 |   12610265 |   12599422 |   12602687 |   12608017 |   12605525
  Cycles                             |   38400824 |   38400824 |   38400824 |   38400824 |   38400824 |   38400824 |   38400824 |   38400824 |   38400824
  IPC                                |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33
  Time (ns)                          |   14436400 |   14436400 |   14436400 |   14436400 |   14436400 |   14436400 |   14436400 |   14436400 |   14436400
  Idle time (ns)                     |        394 |        -40 |         47 |         26 |         47 |        -40 |         -8 |        -14 |          6
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |    2521927 |    2522009 |    2520272 |    2517168 |    2519829 |    2517660 |    2518313 |    2519379 |    2518882
  num incorrect                      |       1451 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15185 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         49 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      39907 |      40234 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        122 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.90% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15185 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5335 |       5305 |       5520 |       5355 |       5664 |       5354 |       5684 |       5746 |       5414
    miss rate                        |     35.13% |     34.60% |     36.40% |     35.31% |     37.35% |     35.31% |     37.48% |     37.89% |     35.70%
    mpki                             |       0.42 |       0.42 |       0.44 |       0.43 |       0.45 |       0.42 |       0.45 |       0.46 |       0.43
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39907 |      40234 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       5601 |       5639 |       5729 |       5652 |       5736 |       5625 |       5721 |       5731 |       5673
    miss rate                        |     14.04% |     14.02% |     14.38% |     14.19% |     14.40% |     14.12% |     14.36% |     14.38% |     14.24%
    mpki                             |       0.44 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10968 |      10976 |      11280 |      11039 |      11431 |      11009 |      11435 |      11508 |      11116
    num cache misses                 |       6316 |       6359 |       6397 |       6936 |       6665 |       6532 |       6730 |       6755 |       6493
    miss rate                        |     57.59% |     57.94% |     56.71% |     62.83% |     58.31% |     59.33% |     58.85% |     58.70% |     58.41%
    mpki                             |       0.50 |       0.50 |       0.51 |       0.55 |       0.53 |       0.52 |       0.53 |       0.54 |       0.52
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6350 |       6395 |       6432 |       6974 |       6697 |       6565 |       6765 |       6788 |       6525
    num cache misses                 |       2505 |       2567 |       2484 |       2508 |       2481 |       2498 |       2493 |       2493 |       2477
    miss rate                        |     39.45% |     40.14% |     38.62% |     35.96% |     37.05% |     38.05% |     36.85% |     36.73% |     37.96%
    mpki                             |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22588 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
