                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   40121688 |   40095541 |   39998069 |   39877350 |   39743674 |   39656559 |   39630232 |   39614985 |   39606133 |   39578105 |   39560969
  Cycles                             |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474 |  146270474
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900 |   54988900
  Idle time (ns)                     |        -70 |         62 |         38 |         73 |         15 |         -0 |        -70 |         32 |        -14 |         73 |         40
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022006 |   10015614 |    9991246 |    9961066 |    9927648 |    9905868 |    9899286 |    9895476 |    9893262 |    9886255 |    9881972
  num incorrect                      |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20015334 |   20002576 |   19953839 |   19893478 |   19826642 |   19783083 |   19769920 |   19762298 |   19757872 |   19743857 |   19735291
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
