                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40221 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   20002576 |   19953839 |   19893478 |   19826642 |   19783083 |   19769920 |   19762298 |   19757872 |   19743857 |   19735291
    num cache misses                 |     675552 |     670426 |     662809 |     657557 |     653532 |     650622 |     648989 |     648757 |     648219 |     647281 |     646763
    miss rate                        |      3.38% |      3.35% |      3.32% |      3.31% |      3.30% |      3.29% |      3.28% |      3.28% |      3.28% |      3.28% |      3.28%
    mpki                             |      16.84 |      16.72 |      16.57 |      16.49 |      16.44 |      16.41 |      16.38 |      16.38 |      16.37 |      16.35 |      16.35
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40221 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       7401 |       7761 |       7437 |       7502 |       7792 |       7862 |       7607 |       7837 |       7800 |       7530 |       7565
    miss rate                        |     18.40% |     19.48% |     18.66% |     18.83% |     19.55% |     19.73% |     19.09% |     19.67% |     19.57% |     18.90% |     18.99%
    mpki                             |       0.18 |       0.19 |       0.19 |       0.19 |       0.20 |       0.20 |       0.19 |       0.20 |       0.20 |       0.19 |       0.19
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     682985 |     678216 |     670276 |     665090 |     661355 |     658517 |     656625 |     656623 |     656049 |     654841 |     654358
    num cache misses                 |     660092 |     662254 |     661117 |     659547 |     657312 |     655121 |     653754 |     653430 |     653116 |     651786 |     651600
    miss rate                        |     96.65% |     97.65% |     98.63% |     99.17% |     99.39% |     99.48% |     99.56% |     99.51% |     99.55% |     99.53% |     99.58%
    mpki                             |      16.45 |      16.52 |      16.53 |      16.54 |      16.54 |      16.52 |      16.50 |      16.49 |      16.49 |      16.47 |      16.47
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     660126 |     662283 |     661147 |     659578 |     657343 |     655154 |     653786 |     653460 |     653146 |     651818 |     651632
    num cache misses                 |       2489 |       2415 |       2415 |       2415 |       2415 |       2415 |       2417 |       2415 |       2415 |       2415 |       2415
    miss rate                        |      0.38% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      26641 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.05 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.62 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1164 |       1164 |       1162 |       1155 |       1165 |       1159 |       1156 |       1166 |       1162 |       1164 |       1165
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
