                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   40067024 |   40121709 |   40078489 |   40115393 |   40066557 |   40068104 |   40060494 |   40059480 |   40060936 |   40058920 |   40068253 |   40064535 |   40059317
  Cycles                             |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302 |  174189302
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700 |   65484700
  Idle time (ns)                     |        120 |         -7 |        102 |        120 |        165 |         74 |         37 |         69 |         18 |         18 |        140 |         17 |         -7
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10008498 |   10022008 |   10011363 |   10020589 |   10008380 |   10008767 |   10006865 |   10006612 |   10006975 |   10006471 |   10008805 |   10007875 |   10006572
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      40245 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6862 |       5438 |       6584 |       5337 |       6609 |       6538 |       6868 |       6759 |       6821 |       6852 |       6618 |       6764 |       6756
    miss rate                        |     45.25% |     35.46% |     43.42% |     35.19% |     43.58% |     43.11% |     45.29% |     44.57% |     44.98% |     45.18% |     43.64% |     44.60% |     44.55%
    mpki                             |       0.17 |       0.14 |       0.16 |       0.13 |       0.16 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      40245 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       9237 |       7987 |       8995 |       7906 |       8998 |       9066 |       9244 |       9218 |       9177 |       9156 |       9148 |       9044 |       9100
    miss rate                        |     23.19% |     19.85% |     22.58% |     19.84% |     22.59% |     22.76% |     23.20% |     23.14% |     23.04% |     22.98% |     22.96% |     22.70% |     22.84%
    mpki                             |       0.23 |       0.20 |       0.22 |       0.20 |       0.22 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16130 |      13460 |      15609 |      13277 |      15637 |      15635 |      16143 |      16007 |      16029 |      16038 |      15797 |      15839 |      15886
    num cache misses                 |      13527 |      11245 |      13022 |      11112 |      13148 |      13161 |      13502 |      13416 |      13465 |      13158 |      13299 |      13345 |      13136
    miss rate                        |     83.86% |     83.54% |     83.43% |     83.69% |     84.08% |     84.18% |     83.64% |     83.81% |     84.00% |     82.04% |     84.19% |     84.25% |     82.69%
    mpki                             |       0.34 |       0.28 |       0.32 |       0.28 |       0.33 |       0.33 |       0.34 |       0.33 |       0.34 |       0.33 |       0.33 |       0.33 |       0.33
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13559 |      11282 |      13053 |      11148 |      13179 |      13193 |      13534 |      13448 |      13497 |      13189 |      13331 |      13378 |      13168
    num cache misses                 |       2620 |       2670 |       2616 |       2580 |       2621 |       2619 |       2623 |       2626 |       2612 |       2619 |       2625 |       2625 |       2625
    miss rate                        |     19.32% |     23.67% |     20.04% |     23.14% |     19.89% |     19.85% |     19.38% |     19.53% |     19.35% |     19.86% |     19.69% |     19.62% |     19.93%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34681 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      97.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      43.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1351 |       1329 |       1338 |       1314 |       1347 |       1347 |       1355 |       1355 |       1350 |       1351 |       1356 |       1357 |       1356
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
