                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   28696906 |   28726386 |   28721744 |   28671243 |   28668706 |   28759917
  Cycles                             |   85922788 |   85922788 |   85922788 |   85922788 |   85922788 |   85922788
  IPC                                |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33
  Time (ns)                          |   32301800 |   32301800 |   32301800 |   32301800 |   32301800 |   32301800
  Idle time (ns)                     |        113 |         74 |         46 |         -3 |         73 |         -3
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1058438 |    1059014 |    1058923 |    1057938 |    1057889 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2871400 |    2873678 |    2873320 |    2869418 |    2869224 |    2876325
    num misses                       |         61 |         61 |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   15745432 |   15760756 |   15758346 |   15732079 |   15730780 |   15778122
    num misses                       |       6198 |       6258 |       6246 |       6140 |       6133 |       6344
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.21 |       0.21 |       0.22
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       6259 |       6319 |       6307 |       6201 |       6194 |       6407
    num misses                       |        317 |        319 |        319 |        316 |        316 |        333
    miss rate                        |      5.06% |      5.05% |      5.06% |      5.10% |      5.10% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2871400 |    2873678 |    2873320 |    2869418 |    2869224 |    2876325
    num cache misses                 |     968057 |     991304 |     974480 |     995926 |     974429 |     969047
    miss rate                        |     33.71% |     34.50% |     33.91% |     34.71% |     33.96% |     33.69%
    mpki                             |      33.73 |      34.51 |      33.93 |      34.74 |      33.99 |      33.69
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   15745432 |   15760756 |   15758346 |   15732079 |   15730780 |   15778122
    num cache misses                 |     141487 |     142654 |     142882 |     141361 |     141011 |     141767
    miss rate                        |      0.90% |      0.91% |      0.91% |      0.90% |      0.90% |      0.90%
    mpki                             |       4.93 |       4.97 |       4.97 |       4.93 |       4.92 |       4.93
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    1109605 |    1134018 |    1117425 |    1137348 |    1115500 |    1110880
    num cache misses                 |     114440 |     116174 |     116257 |     114686 |     113352 |     115030
    miss rate                        |     10.31% |     10.24% |     10.40% |     10.08% |     10.16% |     10.35%
    mpki                             |       3.99 |       4.04 |       4.05 |       4.00 |       3.95 |       4.00
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     114514 |     116238 |     116326 |     114752 |     113415 |     115105
    num cache misses                 |      14604 |      14601 |      14631 |      14610 |      14575 |      14491
    miss rate                        |     12.75% |     12.56% |     12.58% |     12.73% |     12.85% |     12.59%
    mpki                             |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.50
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      91931 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.17 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       7311 |       7309 |       7377 |       7370 |       7356 |       7194
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
