                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   70121610 |   70121774 |   70120207 |   70121634 |   70121064 |   70121059 |   70119677
  Cycles                             |  280857696 |  280857696 |  280857696 |  280857696 |  280857696 |  280857696 |  280857696
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |  105585600 |  105585600 |  105585600 |  105585600 |  105585600 |  105585600 |  105585600
  Idle time (ns)                     |        -39 |        -84 |        -84 |        594 |        278 |        445 |        -39
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10021999 |   10022008 |   10021826 |   10022001 |   10021933 |   10021932 |   10021750
  num incorrect                      |       1509 |       1519 |       1443 |       1512 |       1465 |       1464 |       1443
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15324 |      15340 |      15171 |      15330 |      15213 |      15211 |      15171
    num misses                       |         51 |         52 |         48 |         51 |         49 |         49 |         48
    miss rate                        |      0.33% |      0.34% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   60040231 |   60040266 |   60039354 |   60040252 |   60039967 |   60039987 |   60038901
    num misses                       |         80 |         80 |         79 |         80 |         79 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        131 |        132 |        127 |        131 |        128 |        128 |        127
    num misses                       |        120 |        121 |        116 |        120 |        117 |        117 |        116
    miss rate                        |     91.60% |     91.67% |     91.34% |     91.60% |     91.41% |     91.41% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15324 |      15340 |      15171 |      15330 |      15213 |      15211 |      15171
    num cache misses                 |       5686 |       5158 |       5191 |       5318 |       5487 |       5572 |       5270
    miss rate                        |     37.11% |     33.62% |     34.22% |     34.69% |     36.07% |     36.63% |     34.74%
    mpki                             |       0.08 |       0.07 |       0.07 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |   60040231 |   60040266 |   60039354 |   60040252 |   60039967 |   60039987 |   60038901
    num cache misses                 |       4673 |       4571 |       4497 |       4591 |       4692 |       4698 |       4580
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |      10391 |       9762 |       9719 |       9942 |      10211 |      10302 |       9882
    num cache misses                 |       3830 |       3799 |       3739 |       3823 |       3792 |       3818 |       3757
    miss rate                        |     36.86% |     38.92% |     38.47% |     38.45% |     37.14% |     37.06% |     38.02%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3864 |       3833 |       3773 |       3857 |       3827 |       3851 |       3791
    num cache misses                 |       2478 |       2489 |       2418 |       2483 |       2442 |       2442 |       2418
    miss rate                        |     64.13% |     64.94% |     64.09% |     64.38% |     63.81% |     63.41% |     63.78%
    mpki                             |       0.04 |       0.04 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17196 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.32 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.89 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1147 |       1148 |       1139 |       1144 |       1141 |       1141 |       1144
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
