                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |     116532 |     117460 |     116872 |     116394 |     120427 |     138437 |     120338 |     117297 |     116871 |     116500 |     118728 |     117560
  Cycles                             |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402 |     983402
  IPC                                |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.14 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
  Time (ns)                          |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700 |     369700
  Idle time (ns)                     |        -63 |        100 |        -63 |        -93 |        220 |        -93 |         -9 |        -14 |        -66 |         18 |        265 |        -42
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.1% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.1% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21293 |      21408 |      21337 |      21274 |      21904 |      30327 |      21892 |      21397 |      21337 |      21290 |      21546 |      21417
  num incorrect                      |       1338 |       1350 |       1338 |       1337 |       1422 |       1519 |       1415 |       1342 |       1338 |       1338 |       1361 |       1350
  misprediction rate                 |      5.91% |      5.93% |      5.90% |      5.91% |      6.10% |      4.77% |      6.07% |      5.90% |      5.90% |      5.91% |      5.94% |      5.93%
  mpki                               |      11.48 |      11.49 |      11.45 |      11.49 |      11.81 |      10.97 |      11.76 |      11.44 |      11.45 |      11.48 |      11.46 |      11.48
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14749 |      14866 |      14776 |      14728 |      15119 |      15458 |      15106 |      14839 |      14776 |      14747 |      14992 |      14873
    num misses                       |         41 |         42 |         41 |         41 |         45 |         52 |         45 |         41 |         41 |         41 |         45 |         42
    miss rate                        |      0.28% |      0.28% |      0.28% |      0.28% |      0.30% |      0.34% |      0.30% |      0.28% |      0.28% |      0.28% |      0.30% |      0.28%
    mpki                             |       0.35 |       0.36 |       0.35 |       0.35 |       0.37 |       0.38 |       0.37 |       0.35 |       0.35 |       0.35 |       0.38 |       0.36
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      38604 |      38964 |      38738 |      38555 |      39703 |      40234 |      39700 |      38906 |      38735 |      38590 |      39491 |      39033
    num misses                       |         67 |         67 |         67 |         67 |         71 |         72 |         71 |         67 |         67 |         67 |         70 |         69
    miss rate                        |      0.17% |      0.17% |      0.17% |      0.17% |      0.18% |      0.18% |      0.18% |      0.17% |      0.17% |      0.17% |      0.18% |      0.18%
    mpki                             |       0.57 |       0.57 |       0.57 |       0.58 |       0.59 |       0.52 |       0.59 |       0.57 |       0.57 |       0.58 |       0.59 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        108 |        109 |        108 |        108 |        116 |        124 |        116 |        108 |        108 |        108 |        115 |        111
    num misses                       |        107 |        108 |        107 |        107 |        114 |        122 |        114 |        107 |        107 |        107 |        113 |        110
    miss rate                        |     99.07% |     99.08% |     99.07% |     99.07% |     98.28% |     98.39% |     98.28% |     99.07% |     99.07% |     99.07% |     98.26% |     99.10%
    mpki                             |       0.92 |       0.92 |       0.92 |       0.92 |       0.95 |       0.88 |       0.95 |       0.91 |       0.92 |       0.92 |       0.95 |       0.94
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14749 |      14866 |      14776 |      14728 |      15119 |      15458 |      15106 |      14839 |      14776 |      14747 |      14992 |      14873
    num cache misses                 |       6278 |       6213 |       6110 |       6188 |       5839 |       5143 |       5703 |       6401 |       6115 |       5662 |       6232 |       6244
    miss rate                        |     42.57% |     41.79% |     41.35% |     42.02% |     38.62% |     33.27% |     37.75% |     43.14% |     41.38% |     38.39% |     41.57% |     41.98%
    mpki                             |      53.87 |      52.89 |      52.28 |      53.16 |      48.49 |      37.15 |      47.39 |      54.57 |      52.32 |      48.60 |      52.49 |      53.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      38604 |      38964 |      38738 |      38555 |      39703 |      40234 |      39700 |      38906 |      38735 |      38590 |      39491 |      39033
    num cache misses                 |       8984 |       8929 |       8930 |       8793 |       8530 |       7920 |       8389 |       9081 |       9057 |       8569 |       8724 |       8880
    miss rate                        |     23.27% |     22.92% |     23.05% |     22.81% |     21.48% |     19.68% |     21.13% |     23.34% |     23.38% |     22.21% |     22.09% |     22.75%
    mpki                             |      77.09 |      76.02 |      76.41 |      75.55 |      70.83 |      57.21 |      69.71 |      77.42 |      77.50 |      73.55 |      73.48 |      75.54
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15293 |      15175 |      15071 |      15011 |      14400 |      13099 |      14124 |      15513 |      15203 |      14262 |      14987 |      15154
    num cache misses                 |      12360 |      12403 |      12356 |      11960 |      11879 |      10664 |      11587 |      12404 |      12466 |      11742 |      12149 |      12281
    miss rate                        |     80.82% |     81.73% |     81.99% |     79.67% |     82.49% |     81.41% |     82.04% |     79.96% |     82.00% |     82.33% |     81.06% |     81.04%
    mpki                             |     106.07 |     105.59 |     105.72 |     102.75 |      98.64 |      77.03 |      96.29 |     105.75 |     106.66 |     100.79 |     102.33 |     104.47
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12393 |      12438 |      12390 |      11992 |      11912 |      10701 |      11620 |      12436 |      12499 |      11775 |      12182 |      12313
    num cache misses                 |       2472 |       2472 |       2462 |       2446 |       2529 |       2611 |       2518 |       2468 |       2461 |       2445 |       2502 |       2474
    miss rate                        |     19.95% |     19.87% |     19.87% |     20.40% |     21.23% |     24.40% |     21.67% |     19.85% |     19.69% |     20.76% |     20.54% |     20.09%
    mpki                             |      21.21 |      21.05 |      21.07 |      21.01 |      21.00 |      18.86 |      20.92 |      21.04 |      21.06 |      20.99 |      21.07 |      21.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      30130 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.62 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     68.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1292 |       1275 |       1285 |       1273 |       1274 |       1267 |       1269 |       1295 |       1290 |       1274 |       1284 |       1274
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
