                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40220 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       9282 |       9683 |       9789 |       8975 |       9080 |       9671 |       9592 |       9969 |       8820 |       9558 |       9711 |       9281 |       9607 |       9774 |       9725
    miss rate                        |     23.30% |     24.30% |     24.57% |     22.53% |     22.79% |     24.27% |     24.08% |     25.02% |     21.93% |     23.99% |     24.37% |     23.30% |     24.11% |     24.53% |     24.41%
    mpki                             |       0.74 |       0.77 |       0.78 |       0.71 |       0.72 |       0.77 |       0.76 |       0.79 |       0.70 |       0.76 |       0.77 |       0.74 |       0.76 |       0.78 |       0.77
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15652 |      16618 |      16611 |      15317 |      15108 |      16664 |      16342 |      16964 |      14633 |      16167 |      16638 |      15620 |      16493 |      16677 |      16669
    num cache misses                 |      13297 |      14335 |      14126 |      12778 |      12937 |      14147 |      14136 |      14611 |      12588 |      14169 |      14131 |      13455 |      13973 |      14360 |      14250
    miss rate                        |     84.95% |     86.26% |     85.04% |     83.42% |     85.63% |     84.90% |     86.50% |     86.13% |     86.02% |     87.64% |     84.93% |     86.14% |     84.72% |     86.11% |     85.49%
    mpki                             |       1.05 |       1.14 |       1.12 |       1.01 |       1.03 |       1.12 |       1.12 |       1.16 |       1.00 |       1.13 |       1.12 |       1.07 |       1.11 |       1.14 |       1.13
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13327 |      14366 |      14158 |      12809 |      12969 |      14178 |      14166 |      14642 |      12622 |      14200 |      14163 |      13487 |      14004 |      14391 |      14281
    num cache misses                 |       2662 |       2686 |       2694 |       2669 |       2664 |       2677 |       2686 |       2687 |       2724 |       2682 |       2685 |       2666 |       2689 |       2686 |       2691
    miss rate                        |     19.97% |     18.70% |     19.03% |     20.84% |     20.54% |     18.88% |     18.96% |     18.35% |     21.58% |     18.89% |     18.96% |     19.77% |     19.20% |     18.66% |     18.84%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40677 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     100.01 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1368 |       1396 |       1401 |       1373 |       1358 |       1389 |       1395 |       1397 |       1359 |       1391 |       1406 |       1378 |       1404 |       1401 |       1395
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
