                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   78004948 |   75033122 |   78256678 |   77666486 |   70735008 |   75024304 |   76253208 |   78105940 |   77581275 |   71667795 |   72305981
  Cycles                             |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574 |  179613574
  IPC                                |       0.43 |       0.42 |       0.44 |       0.43 |       0.39 |       0.42 |       0.42 |       0.43 |       0.43 |       0.40 |       0.40
  Time (ns)                          |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900 |   67523900
  Idle time (ns)                     |         -4 |        -29 |        -99 |         -3 |        -33 |        -20 |        -17 |        -32 |        -25 |        -24 |        -22
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2164994 |    2083650 |    2171907 |    2155730 |    1966005 |    2083409 |    2117046 |    2167757 |    2153396 |    1991537 |    2009006
  num incorrect                      |        981 |        981 |       1022 |        981 |        981 |        981 |        981 |        981 |        981 |        981 |        981
  misprediction rate                 |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8497647 |    8174806 |    8525013 |    8460878 |    7707887 |    8173848 |    8307349 |    8508616 |    8451619 |    7809218 |    7878548
    num misses                       |         40 |         40 |         43 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   35939906 |   34573481 |   36055649 |   35784283 |   32597242 |   34569427 |   35134468 |   35986340 |   35745101 |   33026131 |   33319564
    num misses                       |         69 |         69 |         71 |         69 |         69 |         69 |         69 |         69 |         69 |         69 |         69
