                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        109 |        114 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109
    num misses                       |        109 |        109 |        112 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109
    miss rate                        |    100.00% |    100.00% |     98.25% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8497647 |    8174806 |    8525013 |    8460878 |    7707887 |    8173848 |    8307349 |    8508616 |    8451619 |    7809218 |    7878548
    num cache misses                 |    7019918 |    6870728 |    7054229 |    7007080 |    6592439 |    6864143 |    6937110 |    7015125 |    6991393 |    6651313 |    6699975
    miss rate                        |     82.61% |     84.05% |     82.75% |     82.82% |     85.53% |     83.98% |     83.51% |     82.45% |     82.72% |     85.17% |     85.04%
    mpki                             |      89.99 |      91.57 |      90.14 |      90.22 |      93.20 |      91.49 |      90.97 |      89.82 |      90.12 |      92.81 |      92.66
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   35939906 |   34573481 |   36055649 |   35784283 |   32597242 |   34569427 |   35134468 |   35986340 |   35745101 |   33026131 |   33319564
    num cache misses                 |    8185478 |    8071829 |    8191187 |    8176793 |    7883170 |    8067180 |    8112557 |    8176089 |    8181566 |    7932195 |    7958793
    miss rate                        |     22.78% |     23.35% |     22.72% |     22.85% |     24.18% |     23.34% |     23.09% |     22.72% |     22.89% |     24.02% |     23.89%
    mpki                             |     104.94 |     107.58 |     104.67 |     105.28 |     111.45 |     107.53 |     106.39 |     104.68 |     105.46 |     110.68 |     110.07
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15205409 |   14942569 |   15245434 |   15183884 |   14475620 |   14931334 |   15049679 |   15191226 |   15172970 |   14583520 |   14658779
    num cache misses                 |   10494121 |   10449515 |   10486180 |   10481397 |   10394259 |   10461266 |   10444854 |   10509177 |   10437224 |   10411681 |   10406048
    miss rate                        |     69.02% |     69.93% |     68.78% |     69.03% |     71.81% |     70.06% |     69.40% |     69.18% |     68.79% |     71.39% |     70.99%
    mpki                             |     134.53 |     139.27 |     134.00 |     134.95 |     146.95 |     139.44 |     136.98 |     134.55 |     134.53 |     145.28 |     143.92
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10494134 |   10449527 |   10486199 |   10481409 |   10394271 |   10461277 |   10444867 |   10509189 |   10437235 |   10411693 |   10406060
    num cache misses                 |       3786 |       3744 |       3842 |       3779 |       3688 |       3744 |       3760 |       3785 |       3776 |       3700 |       3708
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41757 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     121.84 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      68.41 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2114 |       2216 |       2211 |       2196 |       2159 |       2134 |       2152 |       2211 |       2180 |       2113 |       2146
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
