                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     138347 |     138344 |     138070 |     138075 |     137986 |     137805 |     137802 |     137802 |     137682 |     138028 |     138431
  Cycles                             |     491834 |     491834 |     491834 |     491834 |     491834 |     491834 |     491834 |     491834 |     491834 |     491834 |     491834
  IPC                                |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
  Time (ns)                          |     184900 |     184900 |     184900 |     184900 |     184900 |     184900 |     184900 |     184900 |     184900 |     184900 |     184900
  Idle time (ns)                     |         43 |        -23 |         43 |         19 |        102 |        129 |         95 |          9 |         43 |         83 |        -23
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.1% |       0.1% |       0.1% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30324 |      30323 |      30289 |      30290 |      30281 |      30257 |      30256 |      30256 |      30247 |      30284 |      30327
  num incorrect                      |       1515 |       1514 |       1484 |       1486 |       1477 |       1470 |       1470 |       1470 |       1458 |       1481 |       1519
  misprediction rate                 |      4.76% |      4.76% |      4.67% |      4.68% |      4.65% |      4.63% |      4.63% |      4.63% |      4.60% |      4.66% |      4.77%
  mpki                               |      10.95 |      10.94 |      10.75 |      10.76 |      10.70 |      10.67 |      10.67 |      10.67 |      10.59 |      10.73 |      10.97
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15452 |      15450 |      15394 |      15396 |      15377 |      15345 |      15344 |      15344 |      15318 |      15386 |      15458
    num misses                       |         51 |         51 |         50 |         50 |         49 |         49 |         49 |         49 |         49 |         50 |         52
    miss rate                        |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34%
    mpki                             |       0.37 |       0.37 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40244 |      40238 |      40104 |      40101 |      40059 |      39982 |      39978 |      39979 |      39937 |      40083 |      40233
    num misses                       |         72 |         72 |         72 |         72 |         72 |         71 |         71 |         71 |         71 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        122 |        122 |        121 |        120 |        120 |        120 |        120 |        122 |        124
    num misses                       |        121 |        121 |        120 |        120 |        119 |        118 |        118 |        118 |        118 |        120 |        122
    miss rate                        |     98.37% |     98.37% |     98.36% |     98.36% |     98.35% |     98.33% |     98.33% |     98.33% |     98.33% |     98.36% |     98.39%
    mpki                             |       0.87 |       0.87 |       0.87 |       0.87 |       0.86 |       0.86 |       0.86 |       0.86 |       0.86 |       0.87 |       0.88
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15452 |      15450 |      15394 |      15396 |      15377 |      15345 |      15344 |      15344 |      15318 |      15386 |      15458
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40244 |      40238 |      40104 |      40101 |      40059 |      39982 |      39978 |      39979 |      39937 |      40083 |      40233
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
