                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   70119463 |   70120318 |   70119528 |   70121245 |   70121744 |   70119812 |   70120520 |   70121211 |   70119185 |   70119321 |   70120366 |   70119439
  Cycles                             |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378 |  480431378
  IPC                                |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
  Time (ns)                          |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300 |  180613300
  Idle time (ns)                     |         27 |         10 |         71 |        -62 |        -77 |         51 |        -50 |        -77 |         50 |         10 |        -17 |        -12
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021718 |   10021840 |   10021728 |   10021956 |   10022008 |   10021768 |   10021870 |   10021951 |   10021679 |   10021698 |   10021848 |   10021715
  num incorrect                      |       1443 |       1443 |       1443 |       1474 |       1519 |       1443 |       1443 |       1474 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15171 |      15171 |      15171 |      15252 |      15340 |      15171 |      15171 |      15247 |      15171 |      15171 |      15171 |      15171
    num misses                       |         48 |         48 |         48 |         49 |         52 |         48 |         48 |         49 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60038703 |   60039442 |   60038759 |   60040046 |   60040252 |   60039010 |   60039618 |   60040035 |   60038470 |   60038590 |   60039483 |   60038690
    num misses                       |         79 |         79 |         79 |         79 |         80 |         79 |         79 |         79 |         79 |         79 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        127 |        127 |        127 |        128 |        132 |        127 |        127 |        128 |        127 |        127 |        127 |        127
    num misses                       |        116 |        116 |        116 |        117 |        121 |        116 |        116 |        117 |        116 |        116 |        116 |        116
    miss rate                        |     91.34% |     91.34% |     91.34% |     91.41% |     91.67% |     91.34% |     91.34% |     91.41% |     91.34% |     91.34% |     91.34% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15171 |      15171 |      15171 |      15252 |      15340 |      15171 |      15171 |      15247 |      15171 |      15171 |      15171 |      15171
