                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     121098 |     121395 |     121365 |     121574 |     121587 |     121676 |     121496 |     121496 |     121381 |     121577 |     121521 |     121399 |     121359 |     121364 |     121356 |     121174
  Cycles                             |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294 |     574294
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900 |     215900
  Idle time (ns)                     |         -9 |        164 |         76 |        213 |         94 |         -9 |        151 |         51 |         76 |         48 |         75 |        201 |        139 |        112 |        139 |        112
  Idle time (%)                      |      -0.0% |       0.1% |       0.0% |       0.1% |       0.0% |      -0.0% |       0.1% |       0.0% |       0.0% |       0.0% |       0.0% |       0.1% |       0.1% |       0.1% |       0.1% |       0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21952 |      21987 |      21984 |      22009 |      22010 |      22012 |      22001 |      22000 |      21985 |      22009 |      22003 |      21987 |      21984 |      21984 |      21984 |      21962
  num incorrect                      |       1467 |       1491 |       1484 |       1509 |       1512 |       1514 |       1500 |       1499 |       1490 |       1510 |       1504 |       1492 |       1484 |       1485 |       1484 |       1469
  misprediction rate                 |      6.26% |      6.35% |      6.32% |      6.42% |      6.43% |      6.44% |      6.38% |      6.38% |      6.35% |      6.42% |      6.40% |      6.35% |      6.32% |      6.33% |      6.32% |      6.27%
  mpki                               |      12.11 |      12.28 |      12.23 |      12.41 |      12.44 |      12.44 |      12.35 |      12.34 |      12.28 |      12.42 |      12.38 |      12.29 |      12.23 |      12.24 |      12.23 |      12.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15231 |      15286 |      15279 |      15323 |      15325 |      15330 |      15309 |      15307 |      15283 |      15324 |      15314 |      15286 |      15279 |      15279 |      15277 |      15244
    num misses                       |         49 |         50 |         50 |         51 |         51 |         52 |         51 |         51 |         50 |         51 |         51 |         50 |         50 |         50 |         50 |         49
    miss rate                        |      0.32% |      0.33% |      0.33% |      0.33% |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32%
    mpki                             |       0.40 |       0.41 |       0.41 |       0.42 |       0.42 |       0.43 |       0.42 |       0.42 |       0.41 |       0.42 |       0.42 |       0.41 |       0.41 |       0.41 |       0.41 |       0.40
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39990 |      40138 |      40125 |      40231 |      40235 |      40227 |      40194 |      40192 |      40134 |      40234 |      40203 |      40140 |      40125 |      40126 |      40123 |      40033
    num misses                       |         76 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         77 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        127 |        127 |        128 |        128 |        129 |        128 |        128 |        127 |        128 |        128 |        127 |        127 |        127 |        127 |        125
    num misses                       |        119 |        121 |        121 |        122 |        122 |        123 |        122 |        122 |        121 |        122 |        122 |        121 |        121 |        121 |        121 |        119
    miss rate                        |     95.20% |     95.28% |     95.28% |     95.31% |     95.31% |     95.35% |     95.31% |     95.31% |     95.28% |     95.31% |     95.31% |     95.28% |     95.28% |     95.28% |     95.28% |     95.20%
    mpki                             |       0.98 |       1.00 |       1.00 |       1.00 |       1.00 |       1.01 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       0.98
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15231 |      15286 |      15279 |      15323 |      15325 |      15330 |      15309 |      15307 |      15283 |      15324 |      15314 |      15286 |      15279 |      15279 |      15277 |      15244
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
