                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |      10250 |      10410 |       9866 |       9048 |       9058 |      10078 |       8467 |      10375 |      10296 |       9066 |       9708 |      10336 |      10291 |      10554 |      10573 |      10385
    miss rate                        |     25.72% |     26.13% |     24.76% |     22.71% |     22.73% |     25.29% |     21.06% |     26.04% |     25.84% |     22.75% |     24.36% |     25.94% |     25.83% |     26.49% |     26.54% |     26.06%
    mpki                             |       0.17 |       0.17 |       0.16 |       0.15 |       0.15 |       0.17 |       0.14 |       0.17 |       0.17 |       0.15 |       0.16 |       0.17 |       0.17 |       0.18 |       0.18 |       0.17
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      17240 |      17493 |      16605 |      14931 |      15196 |      17038 |      13918 |      17519 |      17311 |      14907 |      16389 |      17417 |      17312 |      17737 |      17697 |      17505
    num cache misses                 |      15043 |      15035 |      14111 |      12519 |      12588 |      14587 |      11689 |      15026 |      14629 |      12548 |      13874 |      14893 |      15071 |      15027 |      15087 |      14863
    miss rate                        |     87.26% |     85.95% |     84.98% |     83.85% |     82.84% |     85.61% |     83.98% |     85.77% |     84.51% |     84.18% |     84.65% |     85.51% |     87.06% |     84.72% |     85.25% |     84.91%
    mpki                             |       0.25 |       0.25 |       0.23 |       0.21 |       0.21 |       0.24 |       0.19 |       0.25 |       0.24 |       0.21 |       0.23 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15074 |      15065 |      14142 |      12554 |      12623 |      14618 |      11726 |      15057 |      14659 |      12582 |      13905 |      14925 |      15102 |      15058 |      15118 |      14894
    num cache misses                 |       2705 |       2715 |       2690 |       2677 |       2680 |       2703 |       2719 |       2727 |       2713 |       2678 |       2722 |       2724 |       2722 |       2719 |       2715 |       2717
    miss rate                        |     17.94% |     18.02% |     19.02% |     21.32% |     21.23% |     18.49% |     23.19% |     18.11% |     18.51% |     21.28% |     19.58% |     18.25% |     18.02% |     18.06% |     17.96% |     18.24%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      43962 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     101.66 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      48.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1402 |       1403 |       1386 |       1367 |       1376 |       1395 |       1344 |       1407 |       1407 |       1375 |       1396 |       1405 |       1410 |       1408 |       1415 |       1410
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
