                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    num misses                       |          48 |          52 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48
    miss rate                        |       0.32% |       0.34% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    56980449 |    60040237 |    59703200 |    59550145 |    59668264 |    59651972 |    59242477 |    59694320 |    59645449 |    59603391 |    59617855 |    59638627 |    59639183 |    59633971 |    59626108 |    59625853
    num misses                       |         126 |         128 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         174 |         180 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174
    num misses                       |         116 |         121 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116
    miss rate                        |      66.67% |      67.22% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |       15165 |       15334 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165
    num cache misses                 |        6841 |        6312 |        5968 |        6101 |        6774 |        6869 |        6649 |        6889 |        6201 |        6745 |        6856 |        5814 |        6279 |        6662 |        5758 |        6832
    miss rate                        |      45.11% |      41.16% |      39.35% |      40.23% |      44.67% |      45.30% |      43.84% |      45.43% |      40.89% |      44.48% |      45.21% |      38.34% |      41.40% |      43.93% |      37.97% |      45.05%
    mpki                             |        0.14 |        0.13 |        0.12 |        0.12 |        0.14 |        0.14 |        0.13 |        0.14 |        0.12 |        0.14 |        0.14 |        0.12 |        0.13 |        0.13 |        0.12 |        0.14
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    56980449 |    60040237 |    59703200 |    59550145 |    59668264 |    59651972 |    59242477 |    59694320 |    59645449 |    59603391 |    59617855 |    59638627 |    59639183 |    59633971 |    59626108 |    59625853
    num cache misses                 |    29566852 |    30941741 |    30882626 |    30863627 |    30881327 |    30876241 |    30692775 |    30886282 |    30872146 |    30873386 |    30873082 |    30880613 |    30873168 |    30876166 |    30871444 |    30874579
    miss rate                        |      51.89% |      51.54% |      51.73% |      51.83% |      51.76% |      51.76% |      51.81% |      51.74% |      51.76% |      51.80% |      51.78% |      51.78% |      51.77% |      51.78% |      51.78% |      51.78%
    mpki                             |      621.53 |      617.33 |      619.63 |      620.84 |      619.97 |      620.04 |      620.60 |      619.80 |      620.02 |      620.48 |      620.33 |      620.26 |      620.11 |      620.22 |      620.21 |      620.27
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    29573728 |    30948090 |    30888629 |    30869760 |    30888136 |    30883145 |    30699460 |    30893206 |    30878383 |    30880166 |    30879973 |    30886462 |    30879482 |    30882863 |    30877235 |    30881445
    num cache misses                 |    29570975 |    30945733 |    30886453 |    30867573 |    30885625 |    30880606 |    30696578 |    30890609 |    30876117 |    30877698 |    30877480 |    30884277 |    30877146 |    30880450 |    30875074 |    30878552
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      621.61 |      617.41 |      619.71 |      620.92 |      620.05 |      620.12 |      620.68 |      619.88 |      620.10 |      620.57 |      620.41 |      620.34 |      620.19 |      620.31 |      620.28 |      620.35
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    29571011 |    30945773 |    30886493 |    30867613 |    30885660 |    30880642 |    30696615 |    30890645 |    30876155 |    30877734 |    30877516 |    30884319 |    30877182 |    30880486 |    30875114 |    30878588
    num cache misses                 |        2731 |        2813 |        2702 |        2743 |        2737 |        2737 |        2729 |        2735 |        2723 |        2738 |        2732 |        2707 |        2735 |        2729 |        2702 |        2736
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.06 |        0.06 |        0.05 |        0.06 |        0.05 |        0.05 |        0.06 |        0.05 |        0.05 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       44531 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      102.08 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       48.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1410 |        1417 |        1382 |        1412 |        1413 |        1407 |        1402 |        1417 |        1402 |        1417 |        1409 |        1390 |        1409 |        1406 |        1383 |        1410
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
