                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     121627 |     117477 |     115189 |     118800 |     119219 |     118675 |     118667 |     115736 |     114636 |     114665 |     116528
  Cycles                             |     885780 |     885780 |     885780 |     885780 |     885780 |     885780 |     885780 |     885780 |     885780 |     885780 |     885780
  IPC                                |       0.14 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |     333000 |     333000 |     333000 |     333000 |     333000 |     333000 |     333000 |     333000 |     333000 |     333000 |     333000
  Idle time (ns)                     |         -0 |        604 |         -0 |        536 |        807 |        455 |        743 |        199 |        488 |        348 |        209
  Idle time (%)                      |      -0.0% |       0.2% |      -0.0% |       0.2% |       0.2% |       0.1% |       0.2% |       0.1% |       0.1% |       0.1% |       0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      22012 |      21406 |      21111 |      21561 |      21644 |      21540 |      21540 |      21181 |      21038 |      21041 |      21286
  num incorrect                      |       1514 |       1355 |       1336 |       1366 |       1381 |       1364 |       1364 |       1339 |       1333 |       1333 |       1343
  misprediction rate                 |      6.44% |      5.95% |      5.95% |      5.96% |      6.00% |      5.96% |      5.96% |      5.95% |      5.96% |      5.96% |      5.93%
  mpki                               |      12.45 |      11.53 |      11.60 |      11.50 |      11.58 |      11.49 |      11.49 |      11.57 |      11.63 |      11.63 |      11.53
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15330 |      14868 |      14608 |      14995 |      15027 |      14985 |      14985 |      14663 |      14544 |      14549 |      14749
    num misses                       |         52 |         42 |         41 |         45 |         45 |         45 |         45 |         41 |         41 |         41 |         41
    miss rate                        |      0.34% |      0.28% |      0.28% |      0.30% |      0.30% |      0.30% |      0.30% |      0.28% |      0.28% |      0.28% |      0.28%
    mpki                             |       0.43 |       0.36 |       0.36 |       0.38 |       0.38 |       0.38 |       0.38 |       0.35 |       0.36 |       0.36 |       0.35
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40200 |      38985 |      38097 |      39493 |      39563 |      39452 |      39443 |      38309 |      37875 |      37885 |      38594
    num misses                       |         77 |         70 |         70 |         76 |         76 |         75 |         75 |         70 |         70 |         70 |         70
    miss rate                        |      0.19% |      0.18% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.63 |       0.60 |       0.61 |       0.64 |       0.64 |       0.63 |       0.63 |       0.60 |       0.61 |       0.61 |       0.60
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        129 |        112 |        111 |        121 |        121 |        120 |        120 |        111 |        111 |        111 |        111
    num misses                       |        123 |        109 |        108 |        115 |        115 |        114 |        114 |        108 |        108 |        108 |        108
    miss rate                        |     95.35% |     97.32% |     97.30% |     95.04% |     95.04% |     95.00% |     95.00% |     97.30% |     97.30% |     97.30% |     97.30%
    mpki                             |       1.01 |       0.93 |       0.94 |       0.97 |       0.96 |       0.96 |       0.96 |       0.93 |       0.94 |       0.94 |       0.93
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      14868 |      14608 |      14995 |      15027 |      14985 |      14985 |      14663 |      14544 |      14549 |      14749
    num cache misses                 |       5092 |       6161 |       5855 |       5757 |       5699 |       5801 |       5858 |       6012 |       5877 |       5669 |       5869
    miss rate                        |     33.22% |     41.44% |     40.08% |     38.39% |     37.93% |     38.71% |     39.09% |     41.00% |     40.41% |     38.96% |     39.79%
    mpki                             |      41.87 |      52.44 |      50.83 |      48.46 |      47.80 |      48.88 |      49.37 |      51.95 |      51.27 |      49.44 |      50.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40200 |      38985 |      38097 |      39493 |      39563 |      39452 |      39443 |      38309 |      37875 |      37885 |      38594
    num cache misses                 |       6621 |       7357 |       7090 |       7302 |       7214 |       7308 |       7255 |       7183 |       7153 |       7017 |       7237
    miss rate                        |     16.47% |     18.87% |     18.61% |     18.49% |     18.23% |     18.52% |     18.39% |     18.75% |     18.89% |     18.52% |     18.75%
    mpki                             |      54.44 |      62.63 |      61.55 |      61.46 |      60.51 |      61.58 |      61.14 |      62.06 |      62.40 |      61.20 |      62.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11749 |      13551 |      12977 |      13091 |      12944 |      13143 |      13146 |      13228 |      13062 |      12719 |      13138
    num cache misses                 |       9336 |      10484 |      10194 |      10458 |      10310 |      10281 |      10454 |      10328 |      10220 |      10100 |      10474
    miss rate                        |     79.46% |     77.37% |     78.55% |     79.89% |     79.65% |     78.22% |     79.52% |     78.08% |     78.24% |     79.41% |     79.72%
    mpki                             |      76.76 |      89.24 |      88.50 |      88.03 |      86.48 |      86.63 |      88.10 |      89.24 |      89.15 |      88.08 |      89.88
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9373 |      10517 |      10228 |      10490 |      10341 |      10315 |      10487 |      10361 |      10252 |      10135 |      10506
    num cache misses                 |       2597 |       2451 |       2408 |       2478 |       2470 |       2464 |       2463 |       2413 |       2405 |       2406 |       2425
    miss rate                        |     27.71% |     23.31% |     23.54% |     23.62% |     23.89% |     23.89% |     23.49% |     23.29% |     23.46% |     23.74% |     23.08%
    mpki                             |      21.35 |      20.86 |      20.90 |      20.86 |      20.72 |      20.76 |      20.76 |      20.85 |      20.98 |      20.98 |      20.81
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      27245 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.33 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.90 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     68.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1261 |       1258 |       1234 |       1259 |       1251 |       1258 |       1251 |       1244 |       1237 |       1242 |       1251
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
