                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num cache misses                 |    7186782 |    7284707 |    6952331 |    7284105 |    6894418 |    7301732 |    7092804 |    7262834 |    7123495 |    7112900 |    6786950 |    6846248 |    7229774 |    7122662
    miss rate                        |     85.64% |     85.45% |     87.15% |     85.44% |     86.97% |     85.65% |     86.61% |     85.89% |     86.27% |     86.12% |     87.44% |     87.30% |     85.78% |     86.41%
    mpki                             |      93.30 |      93.09 |      94.96 |      93.08 |      94.77 |      93.30 |      94.36 |      93.56 |      93.99 |      93.83 |      95.28 |      95.13 |      93.45 |      94.15
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   35492354 |   36055163 |   33736780 |   36055547 |   33524548 |   36055649 |   34636472 |   35764615 |   34922318 |   34930113 |   32824248 |   33164739 |   35645889 |   34859533
    num cache misses                 |   10253269 |   10345142 |   10057911 |   10309477 |    9963035 |   10379712 |   10147280 |   10321822 |   10191772 |   10214085 |    9852736 |    9952441 |   10305301 |   10175376
    miss rate                        |     28.89% |     28.69% |     29.81% |     28.59% |     29.72% |     28.79% |     29.30% |     28.86% |     29.18% |     29.24% |     30.02% |     30.01% |     28.91% |     29.19%
    mpki                             |     133.10 |     132.20 |     137.38 |     131.74 |     136.95 |     132.64 |     134.99 |     132.97 |     134.47 |     134.73 |     138.33 |     138.29 |     133.20 |     134.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17440061 |   17629862 |   17010252 |   17593593 |   16857463 |   17681461 |   17240094 |   17584670 |   17315281 |   17327001 |   16639695 |   16798698 |   17535085 |   17298049
    num cache misses                 |   13621678 |   13782726 |   13520431 |   13753795 |   13406433 |   13793273 |   13564500 |   13736866 |   13599657 |   13559455 |   13320263 |   13379970 |   13705039 |   13640988
    miss rate                        |     78.11% |     78.18% |     79.48% |     78.18% |     79.53% |     78.01% |     78.68% |     78.12% |     78.54% |     78.26% |     80.05% |     79.65% |     78.16% |     78.86%
    mpki                             |     176.83 |     176.12 |     184.67 |     175.75 |     184.28 |     176.26 |     180.45 |     176.97 |     179.43 |     178.86 |     187.01 |     185.91 |     177.15 |     180.30
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13621694 |   13782739 |   13520442 |   13753806 |   13406444 |   13793294 |   13564515 |   13736885 |   13599672 |   13559477 |   13320274 |   13379983 |   13705050 |   13641001
    num cache misses                 |       4123 |       4217 |       4209 |       4275 |       4345 |       4200 |       4060 |       4084 |       4083 |       4109 |       4338 |       4164 |       4187 |       4156
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.06 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      59772 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     140.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      86.75 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2217 |       2180 |       2180 |       2229 |       2208 |       2243 |       2245 |       2236 |       2286 |       2249 |       2183 |       2196 |       2180 |       2188
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
