                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |     117501 |     120550 |     121648 |     120580 |     120735 |     117392 |     118667 |     118104 |     121489 |     117463 |     117463 |     117371 |     116606
  Cycles                             |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828 |    1185828
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800 |     445800
  Idle time (ns)                     |        205 |         34 |        -81 |        -70 |       1183 |        839 |        938 |        -70 |        -72 |        708 |        502 |        634 |        -81
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.3% |       0.2% |       0.2% |      -0.0% |      -0.0% |       0.2% |       0.1% |       0.1% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21407 |      21907 |      22012 |      21908 |      21915 |      21399 |      21540 |      21475 |      21999 |      21404 |      21404 |      21395 |      21302
  num incorrect                      |       1355 |       1433 |       1514 |       1435 |       1440 |       1351 |       1364 |       1358 |       1499 |       1355 |       1355 |       1349 |       1343
  misprediction rate                 |      5.95% |      6.14% |      6.44% |      6.15% |      6.17% |      5.94% |      5.96% |      5.95% |      6.38% |      5.95% |      5.95% |      5.93% |      5.93%
  mpki                               |      11.53 |      11.89 |      12.45 |      11.90 |      11.93 |      11.51 |      11.49 |      11.50 |      12.34 |      11.54 |      11.54 |      11.49 |      11.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14871 |      15140 |      15330 |      15143 |      15171 |      14854 |      14985 |      14925 |      15306 |      14866 |      14866 |      14851 |      14759
    num misses                       |         42 |         47 |         52 |         47 |         49 |         41 |         45 |         42 |         51 |         42 |         42 |         41 |         41
    miss rate                        |      0.28% |      0.31% |      0.34% |      0.31% |      0.32% |      0.28% |      0.30% |      0.28% |      0.33% |      0.28% |      0.28% |      0.28% |      0.28%
    mpki                             |       0.36 |       0.39 |       0.43 |       0.39 |       0.41 |       0.35 |       0.38 |       0.36 |       0.42 |       0.36 |       0.36 |       0.35 |       0.35
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39002 |      39749 |      40214 |      39774 |      39847 |      38955 |      39447 |      39223 |      40188 |      38993 |      38980 |      38953 |      38633
    num misses                       |         73 |         76 |         77 |         76 |         76 |         70 |         75 |         74 |         77 |         73 |         70 |         70 |         70
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.62 |       0.63 |       0.63 |       0.63 |       0.63 |       0.60 |       0.63 |       0.63 |       0.63 |       0.62 |       0.60 |       0.60 |       0.60
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        115 |        123 |        129 |        123 |        125 |        111 |        120 |        116 |        128 |        115 |        112 |        111 |        111
    num misses                       |        111 |        117 |        123 |        117 |        119 |        108 |        114 |        111 |        122 |        111 |        109 |        108 |        108
    miss rate                        |     96.52% |     95.12% |     95.35% |     95.12% |     95.20% |     97.30% |     95.00% |     95.69% |     95.31% |     96.52% |     97.32% |     97.30% |     97.30%
    mpki                             |       0.94 |       0.97 |       1.01 |       0.97 |       0.99 |       0.92 |       0.96 |       0.94 |       1.00 |       0.94 |       0.93 |       0.92 |       0.93
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14871 |      15140 |      15330 |      15143 |      15171 |      14854 |      14985 |      14925 |      15306 |      14866 |      14866 |      14851 |      14759
    num cache misses                 |       6608 |       6123 |       5455 |       6218 |       6089 |       6583 |       6602 |       6248 |       5880 |       6461 |       6565 |       6530 |       6275
    miss rate                        |     44.44% |     40.44% |     35.58% |     41.06% |     40.14% |     44.32% |     44.06% |     41.86% |     38.42% |     43.46% |     44.16% |     43.97% |     42.52%
    mpki                             |      56.24 |      50.79 |      44.84 |      51.57 |      50.43 |      56.08 |      55.63 |      52.90 |      48.40 |      55.00 |      55.89 |      55.64 |      53.81
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
