                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |     121470 |     117341 |     114108 |     113680 |     115143 |     111471 |     121627 |     113053 |     119378 |     120663 |     112261 |     112408 |     110996 |     110903
  Cycles                             |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856 |    1094856
  IPC                                |       0.11 |       0.11 |       0.10 |       0.10 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600 |     411600
  Idle time (ns)                     |        293 |        152 |        -35 |         27 |         54 |        219 |        -57 |        -35 |        -57 |        510 |        -19 |         27 |          3 |        -19
  Idle time (%)                      |       0.1% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.1% |      -0.0% |      -0.0% |      -0.0% |       0.1% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21992 |      21394 |      20973 |      20912 |      21107 |      20625 |      22012 |      20831 |      21691 |      21914 |      20735 |      20746 |      20561 |      20546
  num incorrect                      |       1497 |       1348 |       1328 |       1324 |       1334 |       1300 |       1514 |       1320 |       1384 |       1437 |       1313 |       1313 |       1293 |       1293
  misprediction rate                 |      6.37% |      5.93% |      5.95% |      5.95% |      5.94% |      5.93% |      6.44% |      5.96% |      6.00% |      6.15% |      5.96% |      5.95% |      5.92% |      5.92%
  mpki                               |      12.32 |      11.49 |      11.64 |      11.65 |      11.59 |      11.66 |      12.45 |      11.68 |      11.59 |      11.91 |      11.70 |      11.68 |      11.65 |      11.66
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15297 |      14848 |      14499 |      14444 |      14599 |      14217 |      15330 |      14374 |      15032 |      15157 |      14300 |      14312 |      14150 |      14138
    num misses                       |         51 |         41 |         41 |         41 |         41 |         41 |         52 |         41 |         45 |         48 |         41 |         41 |         41 |         41
    miss rate                        |      0.33% |      0.28% |      0.28% |      0.28% |      0.28% |      0.29% |      0.34% |      0.29% |      0.30% |      0.32% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.42 |       0.35 |       0.36 |       0.36 |       0.36 |       0.37 |       0.43 |       0.36 |       0.38 |       0.40 |       0.37 |       0.36 |       0.37 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40153 |      38941 |      37701 |      37562 |      38082 |      36667 |      40200 |      37294 |      39577 |      39810 |      37014 |      37082 |      36479 |      36444
    num misses                       |         77 |         70 |         70 |         70 |         70 |         69 |         77 |         70 |         76 |         76 |         69 |         69 |         68 |         68
    miss rate                        |      0.19% |      0.18% |      0.19% |      0.19% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.63 |       0.60 |       0.61 |       0.62 |       0.61 |       0.62 |       0.63 |       0.62 |       0.64 |       0.63 |       0.61 |       0.61 |       0.61 |       0.61
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        111 |        111 |        111 |        111 |        110 |        129 |        111 |        121 |        124 |        110 |        110 |        109 |        109
    num misses                       |        122 |        108 |        108 |        108 |        108 |        108 |        123 |        108 |        115 |        118 |        108 |        108 |        108 |        108
    miss rate                        |     95.31% |     97.30% |     97.30% |     97.30% |     97.30% |     98.18% |     95.35% |     97.30% |     95.04% |     95.16% |     98.18% |     98.18% |     99.08% |     99.08%
    mpki                             |       1.00 |       0.92 |       0.95 |       0.95 |       0.94 |       0.97 |       1.01 |       0.96 |       0.96 |       0.98 |       0.96 |       0.96 |       0.97 |       0.97
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15297 |      14848 |      14499 |      14444 |      14599 |      14217 |      15330 |      14374 |      15032 |      15157 |      14300 |      14312 |      14150 |      14138
    num cache misses                 |       5410 |       6589 |       6489 |       6521 |       6316 |       6247 |       5354 |       6332 |       5805 |       5609 |       6380 |       6235 |       5749 |       6234
    miss rate                        |     35.37% |     44.38% |     44.75% |     45.15% |     43.26% |     43.94% |     34.92% |     44.05% |     38.62% |     37.01% |     44.62% |     43.56% |     40.63% |     44.09%
    mpki                             |      44.54 |      56.15 |      56.87 |      57.36 |      54.85 |      56.04 |      44.02 |      56.01 |      48.63 |      46.48 |      56.83 |      55.47 |      51.79 |      56.21
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40153 |      38941 |      37701 |      37562 |      38082 |      36667 |      40200 |      37294 |      39577 |      39810 |      37014 |      37082 |      36479 |      36444
    num cache misses                 |       8132 |       9033 |       8989 |       9073 |       8752 |       8880 |       8111 |       8857 |       8405 |       8225 |       8988 |       8839 |       8509 |       8824
    miss rate                        |     20.25% |     23.20% |     23.84% |     24.15% |     22.98% |     24.22% |     20.18% |     23.75% |     21.24% |     20.66% |     24.28% |     23.84% |     23.33% |     24.21%
    mpki                             |      66.95 |      76.98 |      78.78 |      79.81 |      76.01 |      79.66 |      66.69 |      78.34 |      70.41 |      68.17 |      80.06 |      78.63 |      76.66 |      79.57
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13579 |      15655 |      15510 |      15625 |      15100 |      15158 |      13502 |      15221 |      14243 |      13867 |      15399 |      15106 |      14288 |      15087
    num cache misses                 |      11664 |      13367 |      13578 |      13654 |      13163 |      13478 |      11534 |      13520 |      12129 |      11892 |      13600 |      13298 |      12582 |      13165
    miss rate                        |     85.90% |     85.38% |     87.54% |     87.39% |     87.17% |     88.92% |     85.42% |     88.82% |     85.16% |     85.76% |     88.32% |     88.03% |     88.06% |     87.26%
    mpki                             |      96.02 |     113.92 |     118.99 |     120.11 |     114.32 |     120.91 |      94.83 |     119.59 |     101.60 |      98.56 |     121.15 |     118.30 |     113.36 |     118.71
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11702 |      13400 |      13610 |      13685 |      13195 |      13509 |      11573 |      13552 |      12163 |      11928 |      13631 |      13330 |      12612 |      13194
    num cache misses                 |       2621 |       2488 |       2468 |       2457 |       2474 |       2438 |       2645 |       2446 |       2543 |       2571 |       2443 |       2435 |       2418 |       2416
    miss rate                        |     22.40% |     18.57% |     18.13% |     17.95% |     18.75% |     18.05% |     22.85% |     18.05% |     20.91% |     21.55% |     17.92% |     18.27% |     19.17% |     18.31%
    mpki                             |      21.58 |      21.20 |      21.63 |      21.61 |      21.49 |      21.87 |      21.75 |      21.64 |      21.30 |      21.31 |      21.76 |      21.66 |      21.78 |      21.78
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      35338 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      99.94 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     72.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1307 |       1301 |       1305 |       1294 |       1305 |       1282 |       1304 |       1282 |       1313 |       1302 |       1284 |       1276 |       1270 |       1268
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
