                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |     111471 |     115458 |     121627 |     118721 |     120471 |     120827 |     115265 |     115139 |     111895 |     121537 |     118632 |     112630 |     111547 |     111436 |     112738
  Cycles                             |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622 |    1161622
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700 |     436700
  Idle time (ns)                     |          2 |         -1 |        -63 |        425 |        359 |        795 |         81 |        192 |          2 |       1682 |        314 |        -63 |        290 |        567 |         -1
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.1% |       0.1% |       0.2% |       0.0% |       0.0% |       0.0% |       0.4% |       0.1% |      -0.0% |       0.1% |       0.1% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      20625 |      21145 |      22012 |      21542 |      21904 |      21922 |      21119 |      21106 |      20675 |      22003 |      21537 |      20781 |      20630 |      20622 |      20796
  num incorrect                      |       1300 |       1338 |       1514 |       1365 |       1428 |       1448 |       1336 |       1334 |       1308 |       1505 |       1362 |       1315 |       1305 |       1300 |       1317
  misprediction rate                 |      5.93% |      5.95% |      6.44% |      5.96% |      6.12% |      6.20% |      5.95% |      5.94% |      5.95% |      6.40% |      5.95% |      5.95% |      5.95% |      5.93% |      5.96%
  mpki                               |      11.66 |      11.59 |      12.45 |      11.50 |      11.85 |      11.98 |      11.59 |      11.59 |      11.69 |      12.38 |      11.48 |      11.68 |      11.70 |      11.67 |      11.68
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14217 |      14639 |      15330 |      14991 |      15129 |      15182 |      14617 |      14598 |      14255 |      15318 |      14980 |      14337 |      14226 |      14212 |      14354
    num misses                       |         41 |         41 |         52 |         45 |         46 |         49 |         41 |         41 |         41 |         51 |         45 |         41 |         41 |         41 |         41
    miss rate                        |      0.29% |      0.28% |      0.34% |      0.30% |      0.30% |      0.32% |      0.28% |      0.28% |      0.29% |      0.33% |      0.30% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.37 |       0.36 |       0.43 |       0.38 |       0.38 |       0.41 |       0.36 |       0.36 |       0.37 |       0.42 |       0.38 |       0.36 |       0.37 |       0.37 |       0.36
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      36669 |      38194 |      40200 |      39482 |      39727 |      39886 |      38107 |      38070 |      36864 |      40214 |      39429 |      37165 |      36700 |      36656 |      37202
    num misses                       |         69 |         70 |         77 |         75 |         76 |         76 |         70 |         70 |         69 |         77 |         75 |         70 |         69 |         69 |         70
    miss rate                        |      0.19% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.18% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.62 |       0.61 |       0.63 |       0.63 |       0.63 |       0.63 |       0.61 |       0.61 |       0.62 |       0.63 |       0.63 |       0.62 |       0.62 |       0.62 |       0.62
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        110 |        111 |        129 |        120 |        122 |        125 |        111 |        111 |        110 |        128 |        120 |        111 |        110 |        110 |        111
    num misses                       |        108 |        108 |        123 |        114 |        116 |        119 |        108 |        108 |        108 |        122 |        114 |        108 |        108 |        108 |        108
    miss rate                        |     98.18% |     97.30% |     95.35% |     95.00% |     95.08% |     95.20% |     97.30% |     97.30% |     98.18% |     95.31% |     95.00% |     97.30% |     98.18% |     98.18% |     97.30%
    mpki                             |       0.97 |       0.94 |       1.01 |       0.96 |       0.96 |       0.98 |       0.94 |       0.94 |       0.97 |       1.00 |       0.96 |       0.96 |       0.97 |       0.97 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14217 |      14639 |      15330 |      14991 |      15129 |      15182 |      14617 |      14598 |      14255 |      15318 |      14980 |      14337 |      14226 |      14212 |      14354
    num cache misses                 |       6124 |       6562 |       5685 |       6283 |       6293 |       5751 |       6536 |       6495 |       6329 |       5497 |       6210 |       6304 |       6303 |       6330 |       6399
    miss rate                        |     43.08% |     44.83% |     37.08% |     41.91% |     41.60% |     37.88% |     44.72% |     44.49% |     44.40% |     35.89% |     41.46% |     43.97% |     44.31% |     44.54% |     44.58%
    mpki                             |      54.94 |      56.83 |      46.74 |      52.92 |      52.24 |      47.60 |      56.70 |      56.41 |      56.56 |      45.23 |      52.35 |      55.97 |      56.51 |      56.80 |      56.76
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      36669 |      38194 |      40200 |      39482 |      39727 |      39886 |      38107 |      38070 |      36864 |      40214 |      39429 |      37165 |      36700 |      36656 |      37202
    num cache misses                 |       8860 |       9085 |       8399 |       8882 |       8790 |       8396 |       9257 |       9141 |       8989 |       8115 |       8830 |       9099 |       9050 |       9021 |       9048
    miss rate                        |     24.16% |     23.79% |     20.89% |     22.50% |     22.13% |     21.05% |     24.29% |     24.01% |     24.38% |     20.18% |     22.39% |     24.48% |     24.66% |     24.61% |     24.32%
    mpki                             |      79.48 |      78.69 |      69.06 |      74.81 |      72.96 |      69.49 |      80.31 |      79.39 |      80.33 |      66.77 |      74.43 |      80.79 |      81.13 |      80.95 |      80.26
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15015 |      15678 |      14121 |      15198 |      15116 |      14183 |      15825 |      15668 |      15349 |      13648 |      15073 |      15435 |      15384 |      15382 |      15479
    num cache misses                 |      13229 |      13565 |      11876 |      13086 |      12785 |      12038 |      13790 |      13705 |      13585 |      11557 |      12851 |      13608 |      13565 |      13530 |      13677
    miss rate                        |     88.11% |     86.52% |     84.10% |     86.10% |     84.58% |     84.88% |     87.14% |     87.47% |     88.51% |     84.68% |     85.26% |     88.16% |     88.18% |     87.96% |     88.36%
    mpki                             |     118.68 |     117.49 |      97.64 |     110.22 |     106.13 |      99.63 |     119.64 |     119.03 |     121.41 |      95.09 |     108.33 |     120.82 |     121.61 |     121.41 |     121.32
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13260 |      13596 |      11914 |      13119 |      12819 |      12074 |      13822 |      13737 |      13616 |      11596 |      12885 |      13642 |      13596 |      13561 |      13709
    num cache misses                 |       2460 |       2517 |       2673 |       2550 |       2588 |       2630 |       2511 |       2502 |       2478 |       2669 |       2547 |       2483 |       2468 |       2468 |       2481
    miss rate                        |     18.55% |     18.51% |     22.44% |     19.44% |     20.19% |     21.78% |     18.17% |     18.21% |     18.20% |     23.02% |     19.77% |     18.20% |     18.15% |     18.20% |     18.10%
    mpki                             |      22.07 |      21.80 |      21.98 |      21.48 |      21.48 |      21.77 |      21.78 |      21.73 |      22.15 |      21.96 |      21.47 |      22.05 |      22.13 |      22.15 |      22.01
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38581 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     100.69 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      47.26 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
