                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache accesses               |      39846 |      40209 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       6576 |       6498 |       6547 |       6741 |       6758 |       6439 |       6743 |       6464 |       6819 |       6588
    miss rate                        |     16.50% |     16.16% |     16.43% |     16.92% |     16.96% |     16.16% |     16.92% |     16.22% |     17.11% |     16.53%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12335 |      12178 |      12166 |      12781 |      12848 |      12174 |      12764 |      12236 |      12857 |      12198
    num cache misses                 |       8997 |       8414 |       8605 |       9215 |       9173 |       9085 |       8871 |       9045 |       9122 |       8999
    miss rate                        |     72.94% |     69.09% |     70.73% |     72.10% |     71.40% |     74.63% |     69.50% |     73.92% |     70.95% |     73.77%
    mpki                             |       0.15 |       0.14 |       0.14 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9035 |       8457 |       8644 |       9254 |       9213 |       9121 |       8909 |       9082 |       9160 |       9041
    num cache misses                 |       2546 |       2627 |       2556 |       2570 |       2561 |       2572 |       2549 |       2576 |       2576 |       2561
    miss rate                        |     28.18% |     31.06% |     29.57% |     27.77% |     27.80% |     28.20% |     28.61% |     28.36% |     28.12% |     28.33%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      26170 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      81.99 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1255 |       1272 |       1263 |       1279 |       1278 |       1282 |       1264 |       1287 |       1282 |       1275
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
