                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2851915 |    2851169 |    2850505 |    2852274 |    2848783 |    2853214 |    2857923 |    2864255 |    2848796 |    2849948 |    2876325 |    2849594 |    2854536 |    2851447 |    2863771
    num cache misses                 |    1753929 |    1753711 |    1742969 |    1742652 |    1730582 |    1725869 |    1726304 |    1704569 |    1730532 |    1723581 |    1693378 |    1716747 |    1719582 |    1720292 |    1706220
    miss rate                        |     61.50% |     61.51% |     61.15% |     61.10% |     60.75% |     60.49% |     60.40% |     59.51% |     60.75% |     60.48% |     58.87% |     60.25% |     60.24% |     60.33% |     59.58%
    mpki                             |      61.66 |      61.67 |      61.32 |      61.25 |      60.93 |      60.64 |      60.52 |      59.59 |      60.93 |      60.65 |      58.88 |      60.42 |      60.38 |      60.49 |      59.66
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15614296 |   15609272 |   15604785 |   15616709 |   15593219 |   15623028 |   15654727 |   15697347 |   15593301 |   15601044 |   15778139 |   15598671 |   15631935 |   15611143 |   15694084
    num cache misses                 |    7148817 |    7182849 |    7180724 |    7181201 |    7181996 |    7178674 |    7194917 |    7149789 |    7212411 |    7201265 |    7207279 |    7202411 |    7203361 |    7191864 |    7179036
    miss rate                        |     45.78% |     46.02% |     46.02% |     45.98% |     46.06% |     45.95% |     45.96% |     45.55% |     46.25% |     46.16% |     45.68% |     46.17% |     46.08% |     46.07% |     45.74%
    mpki                             |     251.32 |     252.61 |     252.61 |     252.42 |     252.85 |     252.23 |     252.26 |     249.95 |     253.92 |     253.40 |     250.60 |     253.48 |     252.94 |     252.89 |     251.03
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8903548 |    8937371 |    8924501 |    8924661 |    8913409 |    8905380 |    8922044 |    8855162 |    8943759 |    8925659 |    8901505 |    8920004 |    8923767 |    8912980 |    8886072
    num cache misses                 |    5136221 |    5152669 |    5167778 |    5180054 |    5177611 |    5163939 |    5158135 |    5129495 |    5185574 |    5194444 |    5110534 |    5188650 |    5166560 |    5168688 |    5128537
    miss rate                        |     57.69% |     57.65% |     57.91% |     58.04% |     58.09% |     57.99% |     57.81% |     57.93% |     57.98% |     58.20% |     57.41% |     58.17% |     57.90% |     57.99% |     57.71%
    mpki                             |     180.57 |     181.21 |     181.80 |     182.08 |     182.28 |     181.44 |     180.85 |     179.33 |     182.56 |     182.78 |     177.70 |     182.61 |     181.42 |     181.75 |     179.33
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5137047 |    5153505 |    5168608 |    5180882 |    5178465 |    5164801 |    5158980 |    5130324 |    5186419 |    5195283 |    5111401 |    5189521 |    5167408 |    5169536 |    5129381
    num cache misses                 |      35821 |      35897 |      35829 |      35783 |      35775 |      35816 |      35843 |      35783 |      35843 |      35813 |      36271 |      35822 |      35831 |      35818 |      35810
    miss rate                        |      0.70% |      0.70% |      0.69% |      0.69% |      0.69% |      0.69% |      0.69% |      0.70% |      0.69% |      0.69% |      0.71% |      0.69% |      0.69% |      0.69% |      0.70%
    mpki                             |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.25 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     684063 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.03 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34115 |      34180 |      34176 |      34119 |      34136 |      34175 |      34163 |      34147 |      34166 |      34128 |      34446 |      34154 |      34153 |      34137 |      34124
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
