                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14987 |      14749 |      14568 |      14808 |      14612 |      14554 |      15177 |      15330 |      14847 |      14560 |      14550 |      14544 |      15068 |      14852 |      15209
    num misses                       |         45 |         41 |         41 |         41 |         41 |         41 |         49 |         52 |         41 |         41 |         41 |         41 |         45 |         41 |         49
    miss rate                        |      0.30% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28% |      0.32% |      0.34% |      0.28% |      0.28% |      0.28% |      0.28% |      0.30% |      0.28% |      0.32%
    mpki                             |       0.38 |       0.35 |       0.36 |       0.35 |       0.36 |       0.36 |       0.41 |       0.43 |       0.35 |       0.36 |       0.36 |       0.36 |       0.38 |       0.35 |       0.40
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39443 |      38594 |      37950 |      38828 |      38101 |      37891 |      39874 |      40200 |      38913 |      37928 |      37890 |      37876 |      39653 |      38958 |      39957
    num misses                       |        115 |        111 |        110 |        111 |        110 |        110 |        117 |        118 |        111 |        110 |        110 |        110 |        116 |        111 |        117
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.28% |      0.29%
    mpki                             |       0.97 |       0.95 |       0.96 |       0.95 |       0.95 |       0.96 |       0.97 |       0.97 |       0.95 |       0.96 |       0.96 |       0.96 |       0.97 |       0.95 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        160 |        152 |        151 |        152 |        151 |        151 |        166 |        170 |        152 |        151 |        151 |        151 |        161 |        152 |        166
    num misses                       |        113 |        107 |        107 |        107 |        107 |        107 |        117 |        121 |        107 |        107 |        107 |        107 |        114 |        107 |        117
    miss rate                        |     70.62% |     70.39% |     70.86% |     70.39% |     70.86% |     70.86% |     70.48% |     71.18% |     70.39% |     70.86% |     70.86% |     70.86% |     70.81% |     70.39% |     70.48%
    mpki                             |       0.95 |       0.92 |       0.93 |       0.91 |       0.93 |       0.93 |       0.97 |       0.99 |       0.91 |       0.93 |       0.93 |       0.93 |       0.95 |       0.91 |       0.97
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14987 |      14749 |      14568 |      14808 |      14612 |      14554 |      15177 |      15330 |      14847 |      14560 |      14550 |      14544 |      15068 |      14852 |      15209
    num cache misses                 |       6080 |       6544 |       6302 |       6529 |       6491 |       6469 |       5857 |       5559 |       6147 |       6612 |       6126 |       6430 |       6052 |       6116 |       5586
    miss rate                        |     40.57% |     44.37% |     43.26% |     44.09% |     44.42% |     44.45% |     38.59% |     36.26% |     41.40% |     45.41% |     42.10% |     44.21% |     40.16% |     41.18% |     36.73%
    mpki                             |      51.23 |      56.16 |      54.89 |      55.74 |      56.34 |      56.39 |      48.49 |      45.71 |      52.39 |      57.62 |      53.42 |      56.09 |      50.46 |      52.10 |      46.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39443 |      38594 |      37950 |      38828 |      38101 |      37891 |      39874 |      40200 |      38913 |      37928 |      37890 |      37876 |      39653 |      38958 |      39957
    num cache misses                 |       9052 |       9433 |       9239 |       9506 |       9427 |       9339 |       8774 |       8426 |       9205 |       9490 |       9154 |       9226 |       8948 |       9261 |       8435
    miss rate                        |     22.95% |     24.44% |     24.35% |     24.48% |     24.74% |     24.65% |     22.00% |     20.96% |     23.66% |     25.02% |     24.16% |     24.36% |     22.57% |     23.77% |     21.11%
    mpki                             |      76.27 |      80.95 |      80.47 |      81.16 |      81.82 |      81.41 |      72.65 |      69.28 |      78.45 |      82.70 |      79.82 |      80.48 |      74.61 |      78.89 |      69.72
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      16009 |      15573 |      16067 |      15949 |      15839 |      14666 |      14021 |      15385 |      16134 |      15310 |      15688 |      15032 |      15408 |      14059
    num cache misses                 |      13101 |      13606 |      13411 |      13716 |      13695 |      13560 |      12525 |      11849 |      13437 |      13674 |      13164 |      13208 |      12906 |      13520 |      11873
    miss rate                        |     86.39% |     84.99% |     86.12% |     85.37% |     85.87% |     85.61% |     85.40% |     84.51% |     87.34% |     84.75% |     85.98% |     84.19% |     85.86% |     87.75% |     84.45%
    mpki                             |     110.39 |     116.76 |     116.80 |     117.11 |     118.86 |     118.21 |     103.70 |      97.42 |     114.52 |     119.16 |     114.79 |     115.21 |     107.61 |     115.18 |      98.13
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13135 |      13639 |      13443 |      13748 |      13727 |      13591 |      12561 |      11887 |      13470 |      13706 |      13194 |      13240 |      12940 |      13552 |      11913
    num cache misses                 |       2585 |       2543 |       2520 |       2537 |       2528 |       2518 |       2649 |       2697 |       2549 |       2513 |       2509 |       2510 |       2588 |       2563 |       2658
    miss rate                        |     19.68% |     18.65% |     18.75% |     18.45% |     18.42% |     18.53% |     21.09% |     22.69% |     18.92% |     18.34% |     19.02% |     18.96% |     20.00% |     18.91% |     22.31%
    mpki                             |      21.78 |      21.82 |      21.95 |      21.66 |      21.94 |      21.95 |      21.93 |      22.17 |      21.72 |      21.90 |      21.88 |      21.89 |      21.58 |      21.83 |      21.97
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38986 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      99.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     74.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1352 |       1356 |       1338 |       1360 |       1354 |       1341 |       1340 |       1340 |       1357 |       1339 |       1335 |       1334 |       1342 |       1354 |       1341
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
