                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   28751088 |   28739387 |   28747078 |   28744381 |   28695634 |   28701260 |   28713244 |   28734185 |   28716039 |   28714375 |   28733030 |   28707135 |   28759604 |   28759926
  Cycles                             |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458 |  250974458
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300 |   94351300
  Idle time (ns)                     |        278 |        331 |        192 |        278 |        192 |        119 |        337 |         85 |        278 |         50 |        119 |        -38 |       4229 |        -38
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059494 |    1059267 |    1059417 |    1059363 |    1058414 |    1058524 |    1058758 |    1059165 |    1058811 |    1058779 |    1059143 |    1058638 |    1059681 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7979 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2875584 |    2874682 |    2875276 |    2875066 |    2871303 |    2871738 |    2872663 |    2874279 |    2872878 |    2872750 |    2874191 |    2872191 |    2876275 |    2876325
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15773590 |   15767513 |   15771508 |   15770107 |   15744770 |   15747696 |   15753918 |   15764806 |   15755376 |   15754501 |   15764208 |   15750747 |   15778019 |   15778123
    num misses                       |       6315 |       6288 |       6305 |       6298 |       6195 |       6206 |       6227 |       6274 |       6233 |       6230 |       6272 |       6215 |       6342 |       6344
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6376 |       6349 |       6366 |       6359 |       6256 |       6267 |       6288 |       6335 |       6294 |       6291 |       6333 |       6276 |       6403 |       6407
    num misses                       |        321 |        320 |        321 |        320 |        317 |        317 |        318 |        320 |        318 |        318 |        320 |        318 |        329 |        333
    miss rate                        |      5.03% |      5.04% |      5.04% |      5.03% |      5.07% |      5.06% |      5.06% |      5.05% |      5.05% |      5.05% |      5.05% |      5.07% |      5.14% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2875584 |    2874682 |    2875276 |    2875066 |    2871303 |    2871738 |    2872663 |    2874279 |    2872878 |    2872750 |    2874191 |    2872191 |    2876275 |    2876325
    num cache misses                 |    1739808 |    1723411 |    1724044 |    1721819 |    1732125 |    1714439 |    1714203 |    1709334 |    1709892 |    1697385 |    1710229 |    1706094 |    1698195 |    1700679
    miss rate                        |     60.50% |     59.95% |     59.96% |     59.89% |     60.33% |     59.70% |     59.67% |     59.47% |     59.52% |     59.09% |     59.50% |     59.40% |     59.04% |     59.13%
    mpki                             |      60.51 |      59.97 |      59.97 |      59.90 |      60.36 |      59.73 |      59.70 |      59.49 |      59.54 |      59.11 |      59.52 |      59.43 |      59.05 |      59.13
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15773590 |   15767513 |   15771508 |   15770107 |   15744770 |   15747696 |   15753918 |   15764806 |   15755376 |   15754501 |   15764208 |   15750747 |   15778019 |   15778123
    num cache misses                 |    3460236 |    3450680 |    3461438 |    3467649 |    3479114 |    3472230 |    3472481 |    3463539 |    3474480 |    3460230 |    3472576 |    3477950 |    3453737 |    3445611
    miss rate                        |     21.94% |     21.88% |     21.95% |     21.99% |     22.10% |     22.05% |     22.04% |     21.97% |     22.05% |     21.96% |     22.03% |     22.08% |     21.89% |     21.84%
    mpki                             |     120.35 |     120.07 |     120.41 |     120.64 |     121.24 |     120.98 |     120.94 |     120.54 |     120.99 |     120.51 |     120.86 |     121.15 |     120.09 |     119.81
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5200840 |    5174915 |    5186300 |    5190279 |    5212033 |    5187470 |    5187514 |    5173711 |    5185183 |    5158448 |    5183608 |    5184845 |    5152748 |    5147125
    num cache misses                 |    4594783 |    4600733 |    4614989 |    4631508 |    4629866 |    4624858 |    4637359 |    4618220 |    4636563 |    4615479 |    4626311 |    4640770 |    4603935 |    4584585
    miss rate                        |     88.35% |     88.90% |     88.98% |     89.23% |     88.83% |     89.15% |     89.39% |     89.26% |     89.42% |     89.47% |     89.25% |     89.51% |     89.35% |     89.07%
    mpki                             |     159.81 |     160.08 |     160.54 |     161.13 |     161.34 |     161.14 |     161.51 |     160.72 |     161.46 |     160.74 |     161.01 |     161.66 |     160.08 |     159.41
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4595596 |    4601572 |    4615825 |    4632335 |    4630678 |    4625676 |    4638205 |    4619076 |    4637393 |    4616330 |    4627132 |    4641589 |    4604768 |    4585438
    num cache misses                 |      35879 |      35887 |      35906 |      35893 |      35645 |      35656 |      35751 |      35835 |      35737 |      35728 |      35819 |      35646 |      35972 |      36074
    miss rate                        |      0.78% |      0.78% |      0.78% |      0.77% |      0.77% |      0.77% |      0.77% |      0.78% |      0.77% |      0.77% |      0.77% |      0.77% |      0.78% |      0.79%
    mpki                             |       1.25 |       1.25 |       1.25 |       1.25 |       1.24 |       1.24 |       1.25 |       1.25 |       1.24 |       1.24 |       1.25 |       1.24 |       1.25 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     640424 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
