                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     109468 |     109590 |     121710 |     118338 |     111935 |     109302 |     111104 |     120702 |     109355 |     117982 |     120637 |     120798 |     109406 |     109168 |     117297 |     111775
  Cycles                             |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290 |    1347290
  IPC                                |       0.08 |       0.08 |       0.09 |       0.09 |       0.08 |       0.08 |       0.08 |       0.09 |       0.08 |       0.09 |       0.09 |       0.09 |       0.08 |       0.08 |       0.09 |       0.08
  Time (ns)                          |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500 |     506500
  Idle time (ns)                     |         22 |        -69 |       -173 |        -11 |         14 |        -69 |         92 |        645 |        202 |         47 |        611 |        805 |        532 |       -109 |       -173 |         47
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.1% |       0.0% |       0.0% |       0.1% |       0.2% |       0.1% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      20360 |      20380 |      22023 |      21512 |      20692 |      20341 |      20585 |      21926 |      20347 |      21472 |      21922 |      21929 |      20351 |      20322 |      21403 |      20671
  num incorrect                      |       1282 |       1282 |       1503 |       1347 |       1300 |       1279 |       1286 |       1427 |       1280 |       1346 |       1426 |       1436 |       1281 |       1278 |       1332 |       1299
  misprediction rate                 |      5.92% |      5.92% |      6.39% |      5.89% |      5.91% |      5.92% |      5.88% |      6.11% |      5.92% |      5.90% |      6.11% |      6.15% |      5.92% |      5.92% |      5.86% |      5.91%
  mpki                               |      11.71 |      11.70 |      12.35 |      11.38 |      11.61 |      11.70 |      11.57 |      11.82 |      11.70 |      11.41 |      11.82 |      11.89 |      11.71 |      11.71 |      11.36 |      11.62
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14017 |      14030 |      15330 |      14939 |      14259 |      13992 |      14164 |      15164 |      14000 |      14912 |      15153 |      15181 |      14007 |      13976 |      14830 |      14244
    num misses                       |         41 |         41 |         52 |         42 |         41 |         41 |         41 |         48 |         41 |         42 |         47 |         49 |         41 |         41 |         41 |         41
