                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.29% |      0.29% |      0.34% |      0.28% |      0.29% |      0.29% |      0.29% |      0.32% |      0.29% |      0.28% |      0.31% |      0.32% |      0.29% |      0.29% |      0.28% |      0.29%
    mpki                             |       0.37 |       0.37 |       0.43 |       0.35 |       0.37 |       0.38 |       0.37 |       0.40 |       0.37 |       0.36 |       0.39 |       0.41 |       0.37 |       0.38 |       0.35 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      35937 |      35979 |      40243 |      39307 |      36875 |      35884 |      36516 |      39827 |      35900 |      39159 |      39798 |      39885 |      35906 |      35840 |      38857 |      36804
    num misses                       |        106 |        106 |        118 |        115 |        106 |        106 |        106 |        117 |        106 |        115 |        117 |        117 |        106 |        105 |        111 |        106
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.30% |      0.29% |      0.29% |      0.30% |      0.29% |      0.29% |      0.29% |      0.30% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.95 |       0.97 |       0.95 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.96 |       0.95 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        147 |        147 |        170 |        157 |        147 |        147 |        147 |        165 |        147 |        157 |        164 |        166 |        147 |        146 |        152 |        147
    num misses                       |        107 |        107 |        121 |        110 |        107 |        107 |        107 |        116 |        107 |        110 |        115 |        117 |        107 |        107 |        107 |        107
    miss rate                        |     72.79% |     72.79% |     71.18% |     70.06% |     72.79% |     72.79% |     72.79% |     70.30% |     72.79% |     70.06% |     70.12% |     70.48% |     72.79% |     73.29% |     70.39% |     72.79%
    mpki                             |       0.98 |       0.98 |       0.99 |       0.93 |       0.96 |       0.98 |       0.96 |       0.96 |       0.98 |       0.93 |       0.95 |       0.97 |       0.98 |       0.98 |       0.91 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14017 |      14030 |      15330 |      14939 |      14259 |      13992 |      14164 |      15164 |      14000 |      14912 |      15153 |      15181 |      14007 |      13976 |      14830 |      14244
    num cache misses                 |       6214 |       6322 |       5433 |       6320 |       6385 |       6311 |       6352 |       5765 |       6278 |       6486 |       5547 |       5764 |       6190 |       6155 |       6414 |       6413
    miss rate                        |     44.33% |     45.06% |     35.44% |     42.31% |     44.78% |     45.10% |     44.85% |     38.02% |     44.84% |     43.50% |     36.61% |     37.97% |     44.19% |     44.04% |     43.25% |     45.02%
    mpki                             |      56.77 |      57.69 |      44.64 |      53.41 |      57.04 |      57.74 |      57.17 |      47.76 |      57.41 |      54.97 |      45.98 |      47.72 |      56.58 |      56.38 |      54.68 |      57.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      35937 |      35979 |      40243 |      39307 |      36875 |      35884 |      36516 |      39827 |      35900 |      39159 |      39798 |      39885 |      35906 |      35840 |      38857 |      36804
    num cache misses                 |       9485 |       9643 |       8680 |       9546 |       9469 |       9470 |       9591 |       9035 |       9634 |       9664 |       8690 |       9103 |       9466 |       9350 |       9549 |       9631
    miss rate                        |     26.39% |     26.80% |     21.57% |     24.29% |     25.68% |     26.39% |     26.27% |     22.69% |     26.84% |     24.68% |     21.84% |     22.82% |     26.36% |     26.09% |     24.57% |     26.17%
    mpki                             |      86.65 |      87.99 |      71.32 |      80.67 |      84.59 |      86.64 |      86.32 |      74.85 |      88.10 |      81.91 |      72.03 |      75.36 |      86.52 |      85.65 |      81.41 |      86.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15729 |      15993 |      14151 |      15898 |      15886 |      15809 |      15971 |      14833 |      15940 |      16182 |      14271 |      14902 |      15684 |      15535 |      15994 |      16074
    num cache misses                 |      13918 |      14022 |      11726 |      13577 |      13842 |      13863 |      13949 |      12314 |      13975 |      13634 |      11857 |      12451 |      13795 |      13575 |      13569 |      14080
    miss rate                        |     88.49% |     87.68% |     82.86% |     85.40% |     87.13% |     87.69% |     87.34% |     83.02% |     87.67% |     84.25% |     83.08% |     83.55% |     87.96% |     87.38% |     84.84% |     87.59%
    mpki                             |     127.14 |     127.95 |      96.34 |     114.73 |     123.66 |     126.83 |     125.55 |     102.02 |     127.79 |     115.56 |      98.29 |     103.07 |     126.09 |     124.35 |     115.68 |     125.97
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13948 |      14050 |      11764 |      13609 |      13874 |      13891 |      13977 |      12350 |      14003 |      13666 |      11893 |      12489 |      13823 |      13605 |      13601 |      14110
    num cache misses                 |       2511 |       2510 |       2713 |       2576 |       2521 |       2501 |       2503 |       2658 |       2495 |       2589 |       2655 |       2659 |       2495 |       2462 |       2554 |       2521
    miss rate                        |     18.00% |     17.86% |     23.06% |     18.93% |     18.17% |     18.00% |     17.91% |     21.52% |     17.82% |     18.94% |     22.32% |     21.29% |     18.05% |     18.10% |     18.78% |     17.87%
    mpki                             |      22.94 |      22.90 |      22.29 |      21.77 |      22.52 |      22.88 |      22.53 |      22.02 |      22.82 |      21.94 |      22.01 |      22.01 |      22.80 |      22.55 |      21.77 |      22.55
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41519 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     69.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1320 |       1323 |       1341 |       1349 |       1328 |       1333 |       1328 |       1358 |       1318 |       1357 |       1347 |       1345 |       1310 |       1294 |       1359 |       1325
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
