                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60080054 |   60121650 |   60084328 |   60083997 |   60117233 |   60101709 |   60083689 |   60080073 |   60082120 |   60081916 |   60089011 |   60080392 |   60114601 |   60082063 |   60079656 |   60093801
  Cycles                             |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682 |  321135682
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700 |  120727700
  Idle time (ns)                     |         41 |        -43 |         18 |         12 |          5 |        142 |         39 |        135 |        -43 |         82 |         31 |         82 |         76 |         98 |        161 |         63
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10015141 |   10022009 |   10015853 |   10015798 |   10021337 |   10018750 |   10015746 |   10015144 |   10015485 |   10015451 |   10016634 |   10015197 |   10020899 |   10015476 |   10015075 |   10017432
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      40223 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6901 |       5731 |       6882 |       6894 |       5796 |       6002 |       6431 |       6899 |       6812 |       6734 |       6138 |       6493 |       5869 |       6630 |       6584 |       6148
    miss rate                        |     45.51% |     37.38% |     45.38% |     45.46% |     38.22% |     39.58% |     42.41% |     45.50% |     44.92% |     44.41% |     40.48% |     42.82% |     38.70% |     43.72% |     43.42% |     40.54%
    mpki                             |       0.11 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11 |       0.11 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      40223 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       9823 |       8639 |       9787 |       9863 |       8835 |       8841 |       9498 |       9702 |       9689 |       9648 |       9243 |       9440 |       8763 |       9596 |       9484 |       9085
    miss rate                        |     24.65% |     21.48% |     24.56% |     24.75% |     22.17% |     22.19% |     23.84% |     24.35% |     24.32% |     24.21% |     23.20% |     23.69% |     21.99% |     24.08% |     23.80% |     22.80%
    mpki                             |       0.16 |       0.14 |       0.16 |       0.16 |       0.15 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.15 |       0.16 |       0.16 |       0.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16759 |      14409 |      16708 |      16798 |      14668 |      14880 |      15968 |      16636 |      16537 |      16419 |      15421 |      15969 |      14669 |      16264 |      16106 |      15272
    num cache misses                 |      14415 |      12316 |      14481 |      14410 |      12519 |      12772 |      14200 |      14327 |      14251 |      14384 |      13722 |      13591 |      12617 |      14215 |      13885 |      13326
    miss rate                        |     86.01% |     85.47% |     86.67% |     85.78% |     85.35% |     85.83% |     88.93% |     86.12% |     86.18% |     87.61% |     88.98% |     85.11% |     86.01% |     87.40% |     86.21% |     87.26%
    mpki                             |       0.24 |       0.20 |       0.24 |       0.24 |       0.21 |       0.21 |       0.24 |       0.24 |       0.24 |       0.24 |       0.23 |       0.23 |       0.21 |       0.24 |       0.23 |       0.22
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14451 |      12360 |      14521 |      14452 |      12561 |      12814 |      14241 |      14363 |      14287 |      14422 |      13762 |      13627 |      12657 |      14254 |      13923 |      13367
    num cache misses                 |       2775 |       2802 |       2777 |       2784 |       2729 |       2757 |       2765 |       2785 |       2765 |       2767 |       2761 |       2736 |       2743 |       2777 |       2767 |       2767
    miss rate                        |     19.20% |     22.67% |     19.12% |     19.26% |     21.73% |     21.52% |     19.42% |     19.39% |     19.35% |     19.19% |     20.06% |     20.08% |     21.67% |     19.48% |     19.87% |     20.70%
