                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   12621253 |   12606771 |   12621670 |   12605178 |   12607780 |   12608290 |   12608195 |   12610806
  Cycles                             |   34153070 |   34153070 |   34153070 |   34153070 |   34153070 |   34153070 |   34153070 |   34153070
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   12839500 |   12839500 |   12839500 |   12839500 |   12839500 |   12839500 |   12839500 |   12839500
  Idle time (ns)                     |         -1 |        -13 |        -33 |         -1 |        -33 |         48 |         25 |         40
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2521966 |    2519130 |    2522009 |    2518811 |    2519332 |    2519434 |    2519416 |    2519939
  num incorrect                      |       1477 |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15256 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         50 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.33% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40067 |      39841 |      40225 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         74 |         73 |         74 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        124 |        121 |        126 |        121 |        121 |        121 |        121 |        121
    num misses                       |        119 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.97% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15256 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5216 |       5655 |       5123 |       5760 |       5649 |       5667 |       5748 |       5882
    miss rate                        |     34.19% |     37.29% |     33.41% |     37.98% |     37.25% |     37.37% |     37.91% |     38.79%
    mpki                             |       0.41 |       0.45 |       0.41 |       0.46 |       0.45 |       0.45 |       0.46 |       0.47
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40067 |      39841 |      40225 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       4827 |       5006 |       4810 |       5101 |       5077 |       5066 |       5117 |       5091
    miss rate                        |     12.05% |     12.56% |     11.96% |     12.80% |     12.74% |     12.72% |     12.84% |     12.78%
    mpki                             |       0.38 |       0.40 |       0.38 |       0.40 |       0.40 |       0.40 |       0.41 |       0.40
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10074 |      10690 |       9965 |      10890 |      10755 |      10762 |      10894 |      11001
    num cache misses                 |       3884 |       3876 |       3886 |       3940 |       3882 |       3905 |       3891 |       3883
    miss rate                        |     38.55% |     36.26% |     39.00% |     36.18% |     36.09% |     36.29% |     35.72% |     35.30%
    mpki                             |       0.31 |       0.31 |       0.31 |       0.31 |       0.31 |       0.31 |       0.31 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3919 |       3912 |       3922 |       3974 |       3918 |       3939 |       3925 |       3917
    num cache misses                 |       2444 |       2414 |       2481 |       2414 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     62.36% |     61.71% |     63.26% |     60.74% |     61.61% |     61.28% |     61.50% |     61.63%
    mpki                             |       0.19 |       0.19 |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19413 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.64 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1142 |       1139 |       1143 |       1148 |       1141 |       1149 |       1146 |       1140
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
