                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2827078 |    2818722 |    2822853 |    2817757 |    2819332 |    2819705 |    2816189 |    2823379 |    2816602 |    2817540
    num cache misses                 |    1513056 |    1581531 |    1581400 |    1587743 |    1593538 |    1594778 |    1574170 |    1562982 |    1569959 |    1577251 |    1577279
    miss rate                        |     52.60% |     55.94% |     56.10% |     56.25% |     56.55% |     56.57% |     55.83% |     55.50% |     55.61% |     56.00% |     55.98%
    mpki                             |      52.61 |      56.24 |      56.45 |      56.57 |      56.91 |      56.91 |      56.17 |      55.86 |      55.92 |      56.36 |      56.33
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778122 |   15447131 |   15390899 |   15418697 |   15384396 |   15395002 |   15397514 |   15373854 |   15422242 |   15376631 |   15382926
    num cache misses                 |    1482081 |    1493813 |    1491571 |    1495752 |    1499221 |    1501670 |    1499351 |    1500637 |    1488948 |    1492362 |    1497959
    miss rate                        |      9.39% |      9.67% |      9.69% |      9.70% |      9.75% |      9.75% |      9.74% |      9.76% |      9.65% |      9.71% |      9.74%
    mpki                             |      51.53 |      53.12 |      53.24 |      53.29 |      53.54 |      53.59 |      53.50 |      53.63 |      53.03 |      53.32 |      53.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2996012 |    3076116 |    3077287 |    3084237 |    3093493 |    3097207 |    3074280 |    3064357 |    3059665 |    3070356 |    3075995
    num cache misses                 |    2131524 |    2188573 |    2202437 |    2214134 |    2219980 |    2227266 |    2224486 |    2233608 |    2210081 |    2222750 |    2227607
    miss rate                        |     71.15% |     71.15% |     71.57% |     71.79% |     71.76% |     71.91% |     72.36% |     72.89% |     72.23% |     72.39% |     72.42%
    mpki                             |      74.11 |      77.82 |      78.62 |      78.88 |      79.28 |      79.48 |      79.37 |      79.82 |      78.72 |      79.42 |      79.56
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2132409 |    2189347 |    2206754 |    2214877 |    2220714 |    2228025 |    2225245 |    2234346 |    2210839 |    2223493 |    2228365
    num cache misses                 |      31899 |      34981 |      32679 |      34961 |      34957 |      34994 |      34959 |      34972 |      34986 |      34980 |      34887
    miss rate                        |      1.50% |      1.60% |      1.48% |      1.58% |      1.57% |      1.57% |      1.57% |      1.57% |      1.58% |      1.57% |      1.57%
    mpki                             |       1.11 |       1.24 |       1.17 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     485247 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.25 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.82 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      28910 |      32537 |      30449 |      32572 |      32435 |      32582 |      32595 |      32482 |      32569 |      32508 |      32500
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
