                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   50110368 |   50111941 |   50113623 |   50114906 |   50107610 |   50116167 |   50121667 |   50117346 |   50119537 |   50108735
  Cycles                             |  553162162 |  553162162 |  553162162 |  553162162 |  553162162 |  553162162 |  553162162 |  553162162 |  553162162 |  553162162
  IPC                                |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Time (ns)                          |  207955700 |  207955700 |  207955700 |  207955700 |  207955700 |  207955700 |  207955700 |  207955700 |  207955700 |  207955700
  Idle time (ns)                     |        101 |         78 |         61 |        160 |         -1 |        151 |         -1 |         61 |         61 |        160
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019836 |   10020150 |   10020487 |   10020743 |   10019284 |   10020995 |   10022009 |   10021232 |   10021669 |   10019509
  num incorrect                      |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60027379 |   60029262 |   60031286 |   60032823 |   60024046 |   60034335 |   60040221 |   60035753 |   60038378 |   60025419
    num misses                       |        126 |        126 |        126 |        126 |        126 |        126 |        128 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        174 |        174 |        174 |        174 |        174 |        180 |        174 |        174 |        174
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116
    miss rate                        |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     67.22% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num cache misses                 |       5898 |       5731 |       5728 |       5735 |       5349 |       5474 |       5318 |       5679 |       5857 |       5343
    miss rate                        |     38.89% |     37.79% |     37.77% |     37.82% |     35.27% |     36.10% |     34.68% |     37.45% |     38.62% |     35.23%
    mpki                             |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   60027379 |   60029262 |   60031286 |   60032823 |   60024046 |   60034335 |   60040221 |   60035753 |   60038378 |   60025419
    num cache misses                 |   15725387 |   15725579 |   15725592 |   15725077 |   15724857 |   15724807 |   15725340 |   15725032 |   15725173 |   15725608
    miss rate                        |     26.20% |     26.20% |     26.20% |     26.19% |     26.20% |     26.19% |     26.19% |     26.19% |     26.19% |     26.20%
    mpki                             |     313.82 |     313.81 |     313.80 |     313.78 |     313.82 |     313.77 |     313.74 |     313.76 |     313.75 |     313.83
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15731321 |   15731345 |   15731355 |   15730846 |   15730242 |   15730316 |   15730696 |   15730746 |   15731065 |   15730988
    num cache misses                 |   15727683 |   15728029 |   15727924 |   15727270 |   15727207 |   15726836 |   15727543 |   15727403 |   15727341 |   15727930
    miss rate                        |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98%
    mpki                             |     313.86 |     313.86 |     313.85 |     313.82 |     313.87 |     313.81 |     313.79 |     313.81 |     313.80 |     313.88
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15727723 |   15728066 |   15727961 |   15727307 |   15727245 |   15726874 |   15727583 |   15727440 |   15727378 |   15727968
    num cache misses                 |       2532 |       2553 |       2550 |       2545 |       2554 |       2543 |       2612 |       2560 |       2526 |       2549
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25790 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.91 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.48 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1254 |       1274 |       1274 |       1264 |       1269 |       1266 |       1266 |       1281 |       1250 |       1275
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
