                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |     120688 |     118813 |     138418 |     137584 |     117952 |     126782 |     118762 |     118663 |     118675 |     117913 |     117525 |     118013
  Cycles                             |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036 |    1156036
  IPC                                |       0.10 |       0.10 |       0.12 |       0.12 |       0.10 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600 |     434600
  Idle time (ns)                     |         23 |        -57 |        -82 |        154 |         -3 |        -82 |        824 |         -6 |        128 |        -29 |        954 |         60
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.2% |      -0.0% |       0.0% |      -0.0% |       0.2% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21918 |      21568 |      30327 |      30235 |      21462 |      24945 |      21552 |      21544 |      21544 |      21456 |      21413 |      21469
  num incorrect                      |       1435 |       1362 |       1519 |       1452 |       1353 |       1438 |       1362 |       1359 |       1360 |       1353 |       1350 |       1353
  misprediction rate                 |      6.14% |      5.94% |      4.77% |      4.58% |      5.93% |      5.45% |      5.94% |      5.93% |      5.94% |      5.93% |      5.93% |      5.93%
  mpki                               |      11.89 |      11.46 |      10.97 |      10.55 |      11.47 |      11.34 |      11.47 |      11.45 |      11.46 |      11.47 |      11.49 |      11.46
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15161 |      14995 |      15458 |      15309 |      14906 |      15162 |      14995 |      14985 |      14985 |      14900 |      14873 |      14915
    num misses                       |         48 |         45 |         52 |         49 |         42 |         48 |         45 |         45 |         45 |         42 |         42 |         42
    miss rate                        |      0.32% |      0.30% |      0.34% |      0.32% |      0.28% |      0.32% |      0.30% |      0.30% |      0.30% |      0.28% |      0.28% |      0.28%
    mpki                             |       0.40 |       0.38 |       0.38 |       0.36 |       0.36 |       0.38 |       0.38 |       0.38 |       0.38 |       0.36 |       0.36 |       0.36
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39836 |      39505 |      40223 |      39856 |      39160 |      39846 |      39495 |      39460 |      39456 |      39139 |      39029 |      39180
    num misses                       |         71 |         71 |         72 |         71 |         69 |         71 |         70 |         70 |         70 |         69 |         69 |         69
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.59 |       0.60 |       0.52 |       0.52 |       0.58 |       0.56 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.58
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        116 |        124 |        120 |        111 |        119 |        115 |        115 |        115 |        111 |        111 |        111
    num misses                       |        117 |        114 |        122 |        118 |        110 |        117 |        113 |        113 |        113 |        110 |        110 |        110
    miss rate                        |     98.32% |     98.28% |     98.39% |     98.33% |     99.10% |     98.32% |     98.26% |     98.26% |     98.26% |     99.10% |     99.10% |     99.10%
    mpki                             |       0.97 |       0.96 |       0.88 |       0.86 |       0.93 |       0.92 |       0.95 |       0.95 |       0.95 |       0.93 |       0.94 |       0.93
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15161 |      14995 |      15458 |      15309 |      14906 |      15162 |      14995 |      14985 |      14985 |      14900 |      14873 |      14915
    num cache misses                 |       6408 |       6518 |       5102 |       5394 |       6232 |       5987 |       6471 |       6320 |       6607 |       6391 |       6486 |       6339
