                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   40121626 |   40117724 |   40121273 |   40120826 |   40121064 |   40115208 |   40117773
  Cycles                             |   93975938 |   93975938 |   93975938 |   93975938 |   93975938 |   93975938 |   93975938
  IPC                                |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43
  Time (ns)                          |   35329300 |   35329300 |   35329300 |   35329300 |   35329300 |   35329300 |   35329300
  Idle time (ns)                     |        -21 |        -21 |        100 |        256 |         22 |        -21 |         15
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10022008 |   10021152 |   10021967 |   10021918 |   10021944 |   10020544 |   10021188
  num incorrect                      |       1517 |       1441 |       1479 |       1451 |       1469 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15334 |      15165 |      15263 |      15185 |      15227 |      15165 |      15165
    num misses                       |         52 |         48 |         50 |         49 |         49 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      40202 |      39839 |      40049 |      39893 |      39988 |      39839 |      39839
    num misses                       |         76 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        128 |        123 |        125 |        124 |        124 |        123 |        123
    num misses                       |        121 |        116 |        118 |        117 |        117 |        116 |        116
    miss rate                        |     94.53% |     94.31% |     94.40% |     94.35% |     94.35% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15334 |      15165 |      15263 |      15185 |      15227 |      15165 |      15165
    num cache misses                 |       5147 |       5023 |       5308 |       5344 |       5066 |       4744 |       5166
    miss rate                        |     33.57% |     33.12% |     34.78% |     35.19% |     33.27% |     31.28% |     34.07%
    mpki                             |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.12 |       0.13
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      40202 |      39839 |      40049 |      39893 |      39988 |      39839 |      39839
    num cache misses                 |       4664 |       4603 |       4739 |       4730 |       4612 |       4423 |       4642
    miss rate                        |     11.60% |     11.55% |     11.83% |     11.86% |     11.53% |     11.10% |     11.65%
    mpki                             |       0.12 |       0.11 |       0.12 |       0.12 |       0.11 |       0.11 |       0.12
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9844 |       9657 |      10079 |      10107 |       9710 |       9199 |       9841
    num cache misses                 |       3784 |       3711 |       3786 |       3731 |       3711 |       3660 |       3698
    miss rate                        |     38.44% |     38.43% |     37.56% |     36.92% |     38.22% |     39.79% |     37.58%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3821 |       3748 |       3822 |       3767 |       3747 |       3697 |       3734
    num cache misses                 |       2480 |       2414 |       2444 |       2428 |       2434 |       2413 |       2414
    miss rate                        |     64.90% |     64.41% |     63.95% |     64.45% |     64.96% |     65.27% |     64.65%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17036 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.40 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      25.97 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1141 |       1135 |       1138 |       1136 |       1133 |       1135 |       1137
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
