                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |     138402 |     136298 |     137668 |     136546 |     134474 |     130759
  Cycles                             |     840560 |     840560 |     840560 |     840560 |     840560 |     840560
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |     316000 |     316000 |     316000 |     316000 |     316000 |     316000
  Idle time (ns)                     |         -6 |         -6 |        129 |         33 |         43 |         77
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |      30327 |      29659 |      30246 |      29782 |      28760 |      26918
  num incorrect                      |       1519 |       1443 |       1456 |       1443 |       1443 |       1443
  misprediction rate                 |      4.77% |      4.64% |      4.59% |      4.62% |      4.78% |      5.09%
  mpki                               |      10.98 |      10.59 |      10.58 |      10.57 |      10.73 |      11.04
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15458 |      15272 |      15314 |      15276 |      15244 |      15188
    num misses                       |         52 |         48 |         49 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.31% |      0.32% |      0.31% |      0.31% |      0.32%
    mpki                             |       0.38 |       0.35 |       0.36 |       0.35 |       0.36 |       0.37
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |      40212 |      39846 |      39931 |      39846 |      39846 |      39846
    num misses                       |         72 |         71 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.52 |       0.52 |       0.52 |       0.53 |       0.54
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        124 |        119 |        120 |        119 |        119 |        119
    num misses                       |        122 |        117 |        118 |        117 |        117 |        117
    miss rate                        |     98.39% |     98.32% |     98.33% |     98.32% |     98.32% |     98.32%
    mpki                             |       0.88 |       0.86 |       0.86 |       0.86 |       0.87 |       0.89
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15458 |      15272 |      15314 |      15276 |      15244 |      15188
    num cache misses                 |       4958 |       4970 |       4537 |       4926 |       4867 |       4655
    miss rate                        |     32.07% |     32.54% |     29.63% |     32.25% |     31.93% |     30.65%
    mpki                             |      35.82 |      36.46 |      32.96 |      36.08 |      36.19 |      35.60
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |      40212 |      39846 |      39931 |      39846 |      39846 |      39846
    num cache misses                 |       4671 |       4620 |       4464 |       4601 |       4523 |       4443
    miss rate                        |     11.62% |     11.59% |     11.18% |     11.55% |     11.35% |     11.15%
    mpki                             |      33.75 |      33.90 |      32.43 |      33.70 |      33.63 |      33.98
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       9662 |       9620 |       9033 |       9558 |       9421 |       9130
    num cache misses                 |       3834 |       3720 |       3725 |       3737 |       3696 |       3686
    miss rate                        |     39.68% |     38.67% |     41.24% |     39.10% |     39.23% |     40.37%
    mpki                             |      27.70 |      27.29 |      27.06 |      27.37 |      27.48 |      28.19
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3869 |       3752 |       3759 |       3769 |       3728 |       3718
    num cache misses                 |       2477 |       2410 |       2426 |       2410 |       2410 |       2410
    miss rate                        |     64.02% |     64.23% |     64.54% |     63.94% |     64.65% |     64.82%
    mpki                             |      17.90 |      17.68 |      17.62 |      17.65 |      17.92 |      18.43
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14543 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      72.97 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.54 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     38.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1141 |       1137 |       1137 |       1138 |       1138 |       1138
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
