                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    mpki                             |       0.09 |       0.11 |       0.09 |       0.09 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      40222 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       7688 |       8752 |       7800 |       8064 |       9009 |       8754 |       8729 |       8135 |       8963 |       8722 |       8818 |       8109 |       8854
    miss rate                        |     19.29% |     21.97% |     19.39% |     20.24% |     22.61% |     21.97% |     21.91% |     20.42% |     22.49% |     21.89% |     22.13% |     20.35% |     22.22%
    mpki                             |       0.13 |       0.15 |       0.13 |       0.13 |       0.15 |       0.15 |       0.15 |       0.14 |       0.15 |       0.15 |       0.15 |       0.13 |       0.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13195 |      15334 |      13156 |      13758 |      15913 |      15237 |      15253 |      13885 |      15804 |      15437 |      15464 |      13984 |      15594
    num cache misses                 |      10775 |      12427 |      11032 |      11415 |      12574 |      12423 |      12447 |      11505 |      12670 |      12576 |      12576 |      11861 |      12495
    miss rate                        |     81.66% |     81.04% |     83.86% |     82.97% |     79.02% |     81.53% |     81.60% |     82.86% |     80.17% |     81.47% |     81.32% |     84.82% |     80.13%
    mpki                             |       0.18 |       0.21 |       0.18 |       0.19 |       0.21 |       0.21 |       0.21 |       0.19 |       0.21 |       0.21 |       0.21 |       0.20 |       0.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10808 |      12460 |      11069 |      11446 |      12605 |      12456 |      12478 |      11536 |      12705 |      12608 |      12607 |      11894 |      12530
    num cache misses                 |       2589 |       2612 |       2660 |       2591 |       2604 |       2602 |       2623 |       2597 |       2608 |       2612 |       2613 |       2608 |       2604
    miss rate                        |     23.95% |     20.96% |     24.03% |     22.64% |     20.66% |     20.89% |     21.02% |     22.51% |     20.53% |     20.72% |     20.73% |     21.93% |     20.78%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34327 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1306 |       1339 |       1314 |       1310 |       1332 |       1326 |       1341 |       1319 |       1338 |       1337 |       1332 |       1324 |       1323
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
