                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60121105 |   60121083 |   60121370 |   60121036 |   60121404 |   60121338 |   60121662 |   60121278 |   60121563 |   60121316 |   60121334 |   60121136 |   60121021 |   60121121
  Cycles                             |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448 |  280504448
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800 |  105452800
  Idle time (ns)                     |         -6 |         34 |        -56 |         -6 |        -73 |        -12 |        -85 |        -17 |         65 |         10 |        -85 |         88 |         88 |         58
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021952 |   10021949 |   10021985 |   10021943 |   10021987 |   10021980 |   10022011 |   10021972 |   10022006 |   10021977 |   10021980 |   10021955 |   10021942 |   10021955
  num incorrect                      |       1467 |       1466 |       1487 |       1464 |       1494 |       1483 |       1515 |       1476 |       1509 |       1481 |       1483 |       1469 |       1464 |       1469
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15233 |      15228 |      15283 |      15220 |      15290 |      15277 |      15333 |      15264 |      15323 |      15273 |      15277 |      15243 |      15216 |      15239
    num misses                       |         49 |         49 |         50 |         49 |         50 |         50 |         52 |         50 |         51 |         50 |         50 |         49 |         49 |         49
    miss rate                        |      0.32% |      0.32% |      0.33% |      0.32% |      0.33% |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40004 |      39997 |      40137 |      39980 |      40152 |      40120 |      40229 |      40092 |      40235 |      40111 |      40117 |      40023 |      39973 |      40011
    num misses                       |         72 |         72 |         73 |         72 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        123 |        121 |        123 |        123 |        125 |        123 |        124 |        123 |        123 |        121 |        121 |        121
    num misses                       |        119 |        119 |        121 |        119 |        121 |        121 |        123 |        121 |        122 |        121 |        121 |        119 |        119 |        119
    miss rate                        |     98.35% |     98.35% |     98.37% |     98.35% |     98.37% |     98.37% |     98.40% |     98.37% |     98.39% |     98.37% |     98.37% |     98.35% |     98.35% |     98.35%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15233 |      15228 |      15283 |      15220 |      15290 |      15277 |      15333 |      15264 |      15323 |      15273 |      15277 |      15243 |      15216 |      15239
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
