                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   12621257 |   12621125 |   12621592 |   12621696 |   12621600 |   12621616 |   12621490 |   12621342 |   12621414 |   12621381 |   12621288 |   12621358 |   12620996 |   12621225 |   12621159
  Cycles                             |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074 |   63039074
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900 |   23698900
  Idle time (ns)                     |         24 |         48 |        113 |        -42 |         96 |         48 |        150 |         96 |         37 |        -42 |        105 |        -42 |         -3 |         30 |        138
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2521966 |    2521952 |    2522006 |    2522009 |    2522007 |    2522008 |    2521993 |    2521975 |    2521986 |    2521982 |    2521970 |    2521979 |    2521934 |    2521963 |    2521956
  num incorrect                      |       1477 |       1470 |       1513 |       1516 |       1515 |       1516 |       1500 |       1485 |       1495 |       1489 |       1478 |       1486 |       1465 |       1474 |       1471
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15258 |      15238 |      15328 |      15333 |      15328 |      15331 |      15305 |      15276 |      15290 |      15284 |      15265 |      15279 |      15212 |      15252 |      15245
    num misses                       |         50 |         49 |         51 |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         50 |         50 |         49 |         49 |         49
    miss rate                        |      0.33% |      0.32% |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32%
