                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   60102284 |   60121634 |   60116230 |   60093865 |   60096511 |   60090631 |   60092713 |   60086977 |   60091525 |   60087760 |   60086284
  Cycles                             |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166 |  220820166
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100 |   83015100
  Idle time (ns)                     |         57 |        -37 |         57 |        109 |         90 |         37 |         82 |         82 |        -37 |         35 |         35
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10018847 |   10022010 |   10021171 |   10017444 |   10017885 |   10016905 |   10017252 |   10016295 |   10017054 |   10016427 |   10016181
  num incorrect                      |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      40211 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |        158 |        159 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        206 |        211 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206
    num misses                       |        122 |        127 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    miss rate                        |     59.22% |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6139 |       5495 |       5441 |       5979 |       6224 |       6535 |       6501 |       5865 |       6456 |       6156 |       6360
    miss rate                        |     40.48% |     35.84% |     35.88% |     39.43% |     41.04% |     43.10% |     42.87% |     38.68% |     42.57% |     40.60% |     41.94%
    mpki                             |       0.10 |       0.09 |       0.09 |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      40211 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       7788 |       7334 |       7179 |       7809 |       7776 |       8048 |       8014 |       7484 |       7986 |       7794 |       7835
    miss rate                        |     19.55% |     18.24% |     18.02% |     19.60% |     19.52% |     20.20% |     20.11% |     18.78% |     20.04% |     19.56% |     19.66%
    mpki                             |       0.13 |       0.12 |       0.12 |       0.13 |       0.13 |       0.13 |       0.13 |       0.12 |       0.13 |       0.13 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13961 |      12864 |      12653 |      13820 |      14032 |      14614 |      14547 |      13381 |      14474 |      13983 |      14227
    num cache misses                 |      10961 |      10246 |      10141 |      11001 |      10900 |      11239 |      11014 |      10651 |      11096 |      10661 |      10859
    miss rate                        |     78.51% |     79.65% |     80.15% |     79.60% |     77.68% |     76.91% |     75.71% |     79.60% |     76.66% |     76.24% |     76.33%
    mpki                             |       0.18 |       0.17 |       0.17 |       0.18 |       0.18 |       0.19 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10995 |      10281 |      10174 |      11034 |      10932 |      11271 |      11047 |      10684 |      11129 |      10696 |      10892
    num cache misses                 |       2561 |       2630 |       2561 |       2564 |       2562 |       2563 |       2559 |       2564 |       2563 |       2567 |       2557
    miss rate                        |     23.29% |     25.58% |     25.17% |     23.24% |     23.44% |     22.74% |     23.16% |     24.00% |     23.03% |     24.00% |     23.48%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28483 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.85 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1286 |       1285 |       1288 |       1289 |       1287 |       1288 |       1284 |       1296 |       1290 |       1296 |       1282
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
