                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   50115973 |   50118823 |   50115211 |   50121658 |   50114382 |   50116352 |   50117678 |   50114983
  Cycles                             |  320664596 |  320664596 |  320664596 |  320664596 |  320664596 |  320664596 |  320664596 |  320664596
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  120550600 |  120550600 |  120550600 |  120550600 |  120550600 |  120550600 |  120550600 |  120550600
  Idle time (ns)                     |        105 |         82 |        -15 |        -15 |         70 |         59 |         98 |         82
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10020957 |   10021527 |   10020805 |   10022009 |   10020638 |   10021032 |   10021298 |   10020759
  num incorrect                      |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   60034103 |   60037525 |   60033174 |   60040216 |   60032194 |   60034557 |   60036150 |   60032915
    num misses                       |        126 |        126 |        126 |        128 |        126 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        174 |        174 |        180 |        174 |        174 |        174 |        174
    num misses                       |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116
    miss rate                        |     66.67% |     66.67% |     66.67% |     67.22% |     66.67% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5736 |       5546 |       5585 |       5309 |       5442 |       5662 |       5579 |       5551
    miss rate                        |     37.82% |     36.57% |     36.83% |     34.62% |     35.89% |     37.34% |     36.79% |     36.60%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   60034103 |   60037525 |   60033174 |   60040216 |   60032194 |   60034557 |   60036150 |   60032915
    num cache misses                 |       5107 |       5032 |       5080 |       4852 |       4959 |       5085 |       5057 |       4982
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10877 |      10614 |      10699 |      10198 |      10436 |      10782 |      10671 |      10568
    num cache misses                 |       4026 |       4024 |       4022 |       4084 |       4028 |       4069 |       4038 |       4053
    miss rate                        |     37.01% |     37.91% |     37.59% |     40.05% |     38.60% |     37.74% |     37.84% |     38.35%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4063 |       4062 |       4059 |       4126 |       4065 |       4106 |       4078 |       4091
    num cache misses                 |       2427 |       2427 |       2429 |       2493 |       2433 |       2428 |       2428 |       2428
    miss rate                        |     59.73% |     59.75% |     59.84% |     60.42% |     59.85% |     59.13% |     59.54% |     59.35%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19553 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.17 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1150 |       1155 |       1159 |       1159 |       1164 |       1158 |       1156 |       1153
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
