                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   12621636 |   12618825 |   12617936 |   12620915 |   12612616 |   12605870
  Cycles                             |   25589200 |   25589200 |   25589200 |   25589200 |   25589200 |   25589200
  IPC                                |       0.49 |       0.49 |       0.49 |       0.49 |       0.49 |       0.49
  Time (ns)                          |    9620000 |    9620000 |    9620000 |    9620000 |    9620000 |    9620000
  Idle time (ns)                     |        -82 |        -48 |        -18 |        -18 |        -50 |        -82
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2522009 |    2521541 |    2521365 |    2521928 |    2520299 |    2518952
  num incorrect                      |       1516 |       1440 |       1440 |       1453 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15191 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         49 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |      40204 |      39841 |      39841 |      39894 |      39841 |      39841
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        122 |        121 |        121
    num misses                       |        121 |        116 |        116 |        117 |        116 |        116
    miss rate                        |     96.03% |     95.87% |     95.87% |     95.90% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15191 |      15164 |      15164
    num cache misses                 |       4571 |       4640 |       4695 |       4612 |       4610 |       4129
    miss rate                        |     29.81% |     30.60% |     30.96% |     30.36% |     30.40% |     27.23%
    mpki                             |       0.36 |       0.37 |       0.37 |       0.37 |       0.37 |       0.33
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |      40204 |      39841 |      39841 |      39894 |      39841 |      39841
    num cache misses                 |       3961 |       4017 |       4020 |       3992 |       3895 |       3693
    miss rate                        |      9.85% |     10.08% |     10.09% |     10.01% |      9.78% |      9.27%
    mpki                             |       0.31 |       0.32 |       0.32 |       0.32 |       0.31 |       0.29
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       8565 |       8690 |       8747 |       8636 |       8536 |       7852
    num cache misses                 |       3425 |       3324 |       3330 |       3363 |       3327 |       3266
    miss rate                        |     39.99% |     38.25% |     38.07% |     38.94% |     38.98% |     41.59%
    mpki                             |       0.27 |       0.26 |       0.26 |       0.27 |       0.26 |       0.26
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3463 |       3361 |       3367 |       3401 |       3364 |       3302
    num cache misses                 |       2481 |       2414 |       2414 |       2428 |       2414 |       2414
    miss rate                        |     71.64% |     71.82% |     71.70% |     71.39% |     71.76% |     73.11%
    mpki                             |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14565 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.81 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.38 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1143 |       1132 |       1136 |       1140 |       1141 |       1135
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
