                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    mpki                             |       0.09 |       0.09 |       0.09 |       0.08 |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   60024686 |   60023117 |   60026791 |   60040245 |   60032552 |   60020645 |   60027522 |   60014125 |   60020825 |   60027384 |   60038234
    num cache misses                 |   19092443 |   19092099 |   19091660 |   19090239 |   19091287 |   19091807 |   19092725 |   19091455 |   19093325 |   19090876 |   19092455
    miss rate                        |     31.81% |     31.81% |     31.81% |     31.80% |     31.80% |     31.81% |     31.81% |     31.81% |     31.81% |     31.80% |     31.80%
    mpki                             |     272.35 |     272.35 |     272.33 |     272.24 |     272.30 |     272.36 |     272.34 |     272.38 |     272.38 |     272.31 |     272.29
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19099027 |   19098699 |   19098219 |   19095700 |   19096854 |   19098315 |   19098987 |   19098062 |   19099602 |   19097460 |   19097926
    num cache misses                 |   19095315 |   19095008 |   19094625 |   19093246 |   19094474 |   19094834 |   19095590 |   19094335 |   19096219 |   19093828 |   19095535
    miss rate                        |     99.98% |     99.98% |     99.98% |     99.99% |     99.99% |     99.98% |     99.98% |     99.98% |     99.98% |     99.98% |     99.99%
    mpki                             |     272.39 |     272.39 |     272.37 |     272.29 |     272.34 |     272.40 |     272.38 |     272.42 |     272.42 |     272.36 |     272.33
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19095349 |   19095041 |   19094662 |   19093284 |   19094513 |   19094871 |   19095623 |   19094371 |   19096255 |   19093861 |   19095573
    num cache misses                 |       2499 |       2499 |       2486 |       2570 |       2485 |       2498 |       2490 |       2501 |       2496 |       2498 |       2494
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      27930 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.94 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1201 |       1206 |       1197 |       1206 |       1194 |       1212 |       1210 |       1210 |       1205 |       1210 |       1205
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
