                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   70103099 |   70101269 |   70105554 |   70121732 |   70112274 |   70098407 |   70106408 |   70090855 |   70098595 |   70106247 |   70118903
  Cycles                             |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932 |  724424932
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200 |  272340200
  Idle time (ns)                     |         94 |         58 |        185 |         -3 |         94 |         -3 |        185 |         -3 |        173 |        251 |        140
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019381 |   10019120 |   10019732 |   10022008 |   10020692 |   10018710 |   10019854 |   10017621 |   10018738 |   10019830 |   10021639
  num incorrect                      |       1443 |       1443 |       1443 |       1519 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15171 |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60024686 |   60023117 |   60026791 |   60040245 |   60032552 |   60020645 |   60027522 |   60014125 |   60020825 |   60027384 |   60038234
    num misses                       |         79 |         79 |         79 |         80 |         79 |         79 |         79 |         79 |         79 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        127 |        127 |        127 |        132 |        127 |        127 |        127 |        127 |        127 |        127 |        127
    num misses                       |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     91.34% |     91.34% |     91.34% |     91.67% |     91.34% |     91.34% |     91.34% |     91.34% |     91.34% |     91.34% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15171 |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num cache misses                 |       6550 |       6567 |       6524 |       5424 |       5530 |       6474 |       6230 |       6572 |       6243 |       6552 |       5433
    miss rate                        |     43.17% |     43.29% |     43.00% |     35.36% |     36.45% |     42.67% |     41.07% |     43.32% |     41.15% |     43.19% |     35.81%
