                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   28759909 |   28332132 |   28255330 |   27996577 |   27987340 |   27937098 |   27932568 |   27961827 |   27911495 |   27957468
  Cycles                             |  141773478 |  141773478 |  141773478 |  141773478 |  141773478 |  141773478 |  141773478 |  141773478 |  141773478 |  141773478
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   53298300 |   53298300 |   53298300 |   53298300 |   53298300 |   53298300 |   53298300 |   53298300 |   53298300 |   53298300
  Idle time (ns)                     |        -75 |          4 |        -75 |         -7 |         -7 |        101 |          4 |        101 |        101 |         37
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1051327 |    1049831 |    1044786 |    1044607 |    1043627 |    1043540 |    1044109 |    1043128 |    1044024
  num incorrect                      |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76% |      0.76%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.29 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2843231 |    2837301 |    2817318 |    2816607 |    2812726 |    2812378 |    2814635 |    2810749 |    2814299
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778120 |   15555854 |   15515921 |   15381458 |   15376658 |   15350546 |   15348197 |   15363398 |   15337242 |   15361133
    num misses                       |       6344 |       5388 |       5221 |       4643 |       4625 |       4517 |       4506 |       4575 |       4453 |       4563
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.19 |       0.18 |       0.17 |       0.17 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       5449 |       5282 |       4704 |       4686 |       4578 |       4567 |       4636 |       4514 |       4624
    num misses                       |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.80% |      5.98% |      6.72% |      6.74% |      6.90% |      6.92% |      6.82% |      7.00% |      6.83%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2843231 |    2837301 |    2817318 |    2816607 |    2812726 |    2812378 |    2814635 |    2810749 |    2814299
    num cache misses                 |    1377237 |    1447278 |    1449213 |    1507432 |    1487771 |    1479944 |    1487626 |    1480738 |    1476085 |    1471028
    miss rate                        |     47.88% |     50.90% |     51.08% |     53.51% |     52.82% |     52.62% |     52.90% |     52.61% |     52.52% |     52.27%
    mpki                             |      47.89 |      51.08 |      51.29 |      53.84 |      53.16 |      52.97 |      53.26 |      52.96 |      52.88 |      52.62
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778120 |   15555854 |   15515921 |   15381458 |   15376658 |   15350546 |   15348197 |   15363398 |   15337242 |   15361133
    num cache misses                 |     787363 |     805442 |     808826 |     816692 |     819979 |     806116 |     814933 |     819164 |     812144 |     796933
    miss rate                        |      4.99% |      5.18% |      5.21% |      5.31% |      5.33% |      5.25% |      5.31% |      5.33% |      5.30% |      5.19%
    mpki                             |      27.38 |      28.43 |      28.63 |      29.17 |      29.30 |      28.85 |      29.18 |      29.30 |      29.10 |      28.51
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2165562 |    2253525 |    2258844 |    2324823 |    2308465 |    2286749 |    2303240 |    2300596 |    2288914 |    2268660
    num cache misses                 |    1137355 |    1183486 |    1196000 |    1213731 |    1218727 |    1212437 |    1224732 |    1227838 |    1225364 |    1203629
    miss rate                        |     52.52% |     52.52% |     52.95% |     52.21% |     52.79% |     53.02% |     53.17% |     53.37% |     53.53% |     53.05%
    mpki                             |      39.55 |      41.77 |      42.33 |      43.35 |      43.55 |      43.40 |      43.85 |      43.91 |      43.90 |      43.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1138321 |    1184296 |    1196806 |    1214431 |    1219443 |    1213127 |    1225415 |    1228533 |    1226050 |    1204330
    num cache misses                 |      31721 |      31311 |      31392 |      34657 |      34665 |      34672 |      34641 |      34681 |      34646 |      34119
    miss rate                        |      2.79% |      2.64% |      2.62% |      2.85% |      2.84% |      2.86% |      2.83% |      2.82% |      2.83% |      2.83%
    mpki                             |       1.10 |       1.11 |       1.11 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.22
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     428746 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.89 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27536 |      27877 |      28221 |      31709 |      31714 |      31562 |      31394 |      31470 |      31467 |      31061
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
