                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   28412158 |   28410246 |   28424443 |   28422816 |   28418276 |   28455593 |   28428070 |   28635753 |   28452444 |   28410748 |   28437437 |   28759994 |   28486713 |   28615155
  Cycles                             |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916 |  206023916
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600 |   77452600
  Idle time (ns)                     |        160 |        175 |         13 |        152 |        -73 |        234 |        -29 |        131 |         70 |        -56 |        -45 |       -102 |         13 |        137
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1052887 |    1052850 |    1053127 |    1053095 |    1053006 |    1053734 |    1053198 |    1057246 |    1053674 |    1052860 |    1053380 |    1059719 |    1054342 |    1056845
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2849411 |    2849264 |    2850360 |    2850234 |    2849883 |    2852765 |    2850641 |    2866678 |    2852524 |    2849302 |    2851363 |    2876325 |    2855170 |    2865088
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
