                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   12621657 |   12616870 |   12607149 |   12605363 |   12610437 |   12602110 |   12607806
  Cycles                             |   29940960 |   29940960 |   29940960 |   29940960 |   29940960 |   29940960 |   29940960
  IPC                                |       0.42 |       0.42 |       0.42 |       0.42 |       0.42 |       0.42 |       0.42
  Time (ns)                          |   11256000 |   11256000 |   11256000 |   11256000 |   11256000 |   11256000 |   11256000
  Idle time (ns)                     |        -32 |         25 |         40 |         12 |        -32 |         48 |         12
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    2522009 |    2521150 |    2519206 |    2518848 |    2519863 |    2518199 |    2519339
  num incorrect                      |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      40218 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5296 |       5438 |       5391 |       5276 |       5503 |       4974 |       5250
    miss rate                        |     34.54% |     35.86% |     35.55% |     34.79% |     36.29% |     32.80% |     34.62%
    mpki                             |       0.42 |       0.43 |       0.43 |       0.42 |       0.44 |       0.39 |       0.42
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      40218 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       4477 |       4542 |       4514 |       4511 |       4555 |       4317 |       4466
    miss rate                        |     11.13% |     11.40% |     11.33% |     11.32% |     11.43% |     10.84% |     11.21%
    mpki                             |       0.35 |       0.36 |       0.36 |       0.36 |       0.36 |       0.34 |       0.35
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9804 |      10009 |       9934 |       9818 |      10088 |       9321 |       9747
    num cache misses                 |       3646 |       3589 |       3582 |       3558 |       3609 |       3558 |       3591
    miss rate                        |     37.19% |     35.86% |     36.06% |     36.24% |     35.78% |     38.17% |     36.84%
    mpki                             |       0.29 |       0.28 |       0.28 |       0.28 |       0.29 |       0.28 |       0.28
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3682 |       3623 |       3617 |       3594 |       3645 |       3592 |       3626
    num cache misses                 |       2481 |       2414 |       2414 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     67.38% |     66.63% |     66.74% |     67.17% |     66.23% |     67.20% |     66.57%
    mpki                             |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16967 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.24 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1148 |       1141 |       1137 |       1135 |       1140 |       1143 |       1137
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
