                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        174 |        174 |        174 |        174 |        174 |        174 |        174 |        174 |        180
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        121
    miss rate                        |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67% |     67.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334
    num cache misses                 |       4688 |       5886 |       5510 |       5929 |       6012 |       5726 |       6062 |       5372 |       5619
    miss rate                        |     30.91% |     38.81% |     36.33% |     39.10% |     39.64% |     37.76% |     39.97% |     35.42% |     36.64%
    mpki                             |       0.09 |       0.12 |       0.11 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   59572735 |   59254208 |   59393967 |   59925895 |   59713057 |   59544913 |   59198819 |   59695185 |   60040244
    num cache misses                 |   14357709 |   14358394 |   14358266 |   14358381 |   14358425 |   14358321 |   14358461 |   14358111 |   14358303
    miss rate                        |     24.10% |     24.23% |     24.17% |     23.96% |     24.05% |     24.11% |     24.25% |     24.05% |     23.91%
    mpki                             |     288.70 |     290.27 |     289.58 |     287.02 |     288.04 |     288.85 |     290.54 |     288.12 |     286.47
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14362436 |   14364316 |   14363807 |   14364344 |   14364470 |   14364082 |   14364555 |   14363520 |   14363960
    num cache misses                 |   14358392 |   14359240 |   14358924 |   14359040 |   14358846 |   14358880 |   14359104 |   14359078 |   14359112
    miss rate                        |     99.97% |     99.96% |     99.97% |     99.96% |     99.96% |     99.96% |     99.96% |     99.97% |     99.97%
    mpki                             |     288.72 |     290.28 |     289.60 |     287.03 |     288.05 |     288.86 |     290.55 |     288.14 |     286.48
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14358433 |   14359279 |   14358957 |   14359076 |   14358881 |   14358919 |   14359137 |   14359115 |   14359154
    num cache misses                 |       2501 |       2525 |       2484 |       2516 |       2478 |       2513 |       2482 |       2519 |       2586
    miss rate                        |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22798 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.22 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      25.79 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1213 |       1235 |       1215 |       1232 |       1207 |       1230 |       1210 |       1233 |       1236
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
