                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   28759956 |   27997793 |   27903662 |   27846437 |   27806677 |   28064374 |   27750770 |   27761409 |   27711423 |   27767949
  Cycles                             |  152658996 |  152658996 |  152658996 |  152658996 |  152658996 |  152658996 |  152658996 |  152658996 |  152658996 |  152658996
  IPC                                |       0.19 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Time (ns)                          |   57390600 |   57390600 |   57390600 |   57390600 |   57390600 |   57390600 |   57390600 |   57390600 |   57390600 |   57390600
  Idle time (ns)                     |        -46 |         72 |         55 |          5 |        -48 |         -6 |        120 |         47 |        -46 |         20
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1044810 |    1042977 |    1041545 |    1040650 |    1046108 |    1038806 |    1038919 |    1037493 |    1038988
  num incorrect                      |       8006 |       7955 |       7951 |       7941 |       7933 |       7955 |       7920 |       7922 |       7911 |       7922
  misprediction rate                 |      0.75% |      0.76% |      0.76% |      0.76% |      0.76% |      0.75% |      0.76% |      0.76% |      0.76% |      0.76%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.29 |       0.29 |       0.28 |       0.29 |       0.29 |       0.29 |       0.29
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2817413 |    2810143 |    2805066 |    2801687 |    2822555 |    2796135 |    2796870 |    2792196 |    2797319
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778139 |   15382091 |   15333066 |   15298604 |   15274719 |   15416693 |   15240017 |   15246110 |   15215618 |   15249851
    num misses                       |       6344 |       4645 |       4391 |       4391 |       4391 |       4800 |       4390 |       4390 |       4390 |       4390
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.17 |       0.16 |       0.16 |       0.16 |       0.17 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       4706 |       4452 |       4452 |       4452 |       4861 |       4451 |       4451 |       4451 |       4451
    num misses                       |        333 |        316 |        308 |        308 |        308 |        316 |        308 |        308 |        308 |        308
    miss rate                        |      5.20% |      6.71% |      6.92% |      6.92% |      6.92% |      6.50% |      6.92% |      6.92% |      6.92% |      6.92%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2817413 |    2810143 |    2805066 |    2801687 |    2822555 |    2796135 |    2796870 |    2792196 |    2797319
    num cache misses                 |    1366549 |    1454903 |    1496784 |    1497936 |    1493615 |    1487122 |    1473965 |    1489046 |    1482948 |    1466017
    miss rate                        |     47.51% |     51.64% |     53.26% |     53.40% |     53.31% |     52.69% |     52.71% |     53.24% |     53.11% |     52.41%
    mpki                             |      47.52 |      51.96 |      53.64 |      53.79 |      53.71 |      52.99 |      53.11 |      53.64 |      53.51 |      52.80
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778139 |   15382091 |   15333066 |   15298604 |   15274719 |   15416693 |   15240017 |   15246110 |   15215618 |   15249851
    num cache misses                 |    5072093 |    5020123 |    5083523 |    5112092 |    5122066 |    5188237 |    5103855 |    5135310 |    5155394 |    5080692
    miss rate                        |     32.15% |     32.64% |     33.15% |     33.42% |     33.53% |     33.65% |     33.49% |     33.68% |     33.88% |     33.32%
    mpki                             |     176.36 |     179.30 |     182.18 |     183.58 |     184.20 |     184.87 |     183.92 |     184.98 |     186.04 |     182.97
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6439642 |    6475786 |    6581007 |    6610734 |    6616378 |    6676099 |    6578510 |    6625059 |    6639035 |    6547404
    num cache misses                 |    1271480 |    1354737 |    1367260 |    1379699 |    1389274 |    1368473 |    1387091 |    1377888 |    1403724 |    1386740
    miss rate                        |     19.74% |     20.92% |     20.78% |     20.87% |     21.00% |     20.50% |     21.09% |     20.80% |     21.14% |     21.18%
    mpki                             |      44.21 |      48.39 |      49.00 |      49.55 |      49.96 |      48.76 |      49.98 |      49.63 |      50.66 |      49.94
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1272501 |    1355519 |    1367974 |    1380421 |    1389981 |    1369232 |    1387798 |    1378607 |    1404432 |    1387450
    num cache misses                 |      31622 |      31086 |      34396 |      33916 |      34589 |      27912 |      34592 |      34603 |      34278 |      34592
    miss rate                        |      2.49% |      2.29% |      2.51% |      2.46% |      2.49% |      2.04% |      2.49% |      2.51% |      2.44% |      2.49%
    mpki                             |       1.10 |       1.11 |       1.23 |       1.22 |       1.24 |       0.99 |       1.25 |       1.25 |       1.24 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     423467 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.40 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.98 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27424 |      27948 |      31615 |      31234 |      31923 |      25164 |      31930 |      31955 |      31660 |      31998
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
