                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        125 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        121 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.80% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19988813 |   20015322 |   20015334 |   19996240 |   20000734 |   19973988 |   19970490 |   19959153 |   19950315 |   19939920 |   19928613 |   19908778 |   19899584
    num cache misses                 |     674409 |     671680 |     667577 |     664045 |     660146 |     659346 |     657708 |     656496 |     655987 |     655128 |     654814 |     654383 |     653421
    miss rate                        |      3.37% |      3.36% |      3.34% |      3.32% |      3.30% |      3.30% |      3.29% |      3.29% |      3.29% |      3.29% |      3.29% |      3.29% |      3.28%
    mpki                             |      16.83 |      16.74 |      16.64 |      16.57 |      16.47 |      16.47 |      16.43 |      16.41 |      16.40 |      16.39 |      16.39 |      16.40 |      16.38
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40198 |      40229 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       8275 |       9178 |       9155 |       9239 |       8187 |       9378 |       9054 |       9111 |       9373 |       8962 |       9175 |       9406 |       8902
    miss rate                        |     20.77% |     22.83% |     22.76% |     23.19% |     20.55% |     23.54% |     22.72% |     22.86% |     23.52% |     22.49% |     23.03% |     23.61% |     22.34%
    mpki                             |       0.21 |       0.23 |       0.23 |       0.23 |       0.20 |       0.23 |       0.23 |       0.23 |       0.23 |       0.22 |       0.23 |       0.24 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     682713 |     680888 |     676763 |     673312 |     668365 |     668751 |     666791 |     665635 |     665389 |     664119 |     664018 |     663817 |     662352
    num cache misses                 |     678437 |     677799 |     673673 |     670469 |     665936 |     665904 |     663890 |     663079 |     662551 |     661292 |     661088 |     660958 |     659502
    miss rate                        |     99.37% |     99.55% |     99.54% |     99.58% |     99.64% |     99.57% |     99.56% |     99.62% |     99.57% |     99.57% |     99.56% |     99.57% |     99.57%
    mpki                             |      16.93 |      16.89 |      16.79 |      16.73 |      16.61 |      16.63 |      16.58 |      16.57 |      16.57 |      16.54 |      16.55 |      16.56 |      16.53
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     678468 |     677829 |     673704 |     670498 |     665970 |     665932 |     663919 |     663108 |     662580 |     661323 |     661117 |     660987 |     659531
    num cache misses                 |       2417 |       2479 |       2489 |       2415 |       2417 |       2416 |       2417 |       2415 |       2416 |       2415 |       2415 |       2415 |       2418
    miss rate                        |      0.36% |      0.37% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31549 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1165 |       1165 |       1170 |       1164 |       1170 |       1173 |       1163 |       1168 |       1174 |       1167 |       1165 |       1167 |       1156
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
