                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   40068017 |   40121584 |   40121706 |   40082876 |   40091861 |   40038369 |   40031372 |   40008699 |   39991021 |   39970231 |   39947616 |   39907946 |   39889556
  Cycles                             |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666 |  174070666
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100 |   65440100
  Idle time (ns)                     |        -78 |       1058 |       -133 |        -35 |       -133 |         -3 |        -84 |         35 |         -3 |        -45 |        -52 |        -84 |        -35
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10008733 |   10021997 |   10022006 |   10012447 |   10014693 |   10001320 |    9999572 |    9993903 |    9989484 |    9984287 |    9978633 |    9968716 |    9964118
  num incorrect                      |       1442 |       1510 |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19988813 |   20015322 |   20015334 |   19996240 |   20000734 |   19973988 |   19970490 |   19959153 |   19950315 |   19939920 |   19928613 |   19908778 |   19899584
    num misses                       |         48 |         51 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40198 |      40229 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
