                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |      37.39 |      37.07 |      36.89 |      36.45 |      36.51 |      36.33 |      36.25 |      35.72 |      36.02 |      35.82 |      35.95 |      35.92 |      35.87 |      35.86 |      35.79
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4564553 |    4570687 |    4510630 |    4580935 |    4518712 |    4530191 |    4537797 |    4596294 |    4588380 |    4594901 |    4547530 |    4559839 |    4571035 |    4555444 |    4579092
    num cache misses                 |    2177696 |    2178448 |    2203334 |    2189092 |    2213475 |    2227994 |    2223436 |    2148849 |    2194511 |    2178922 |    2215301 |    2182073 |    2163729 |    2192960 |    2180338
    miss rate                        |     47.71% |     47.66% |     48.85% |     47.79% |     48.98% |     49.18% |     49.00% |     46.75% |     47.83% |     47.42% |     48.71% |     47.85% |     47.34% |     48.14% |     47.62%
    mpki                             |     219.75 |     219.53 |     225.00 |     220.11 |     225.63 |     226.53 |     225.69 |     215.34 |     220.29 |     218.42 |     224.38 |     220.42 |     218.03 |     221.73 |     219.32
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2548241 |    2546305 |    2564596 |    2551619 |    2571658 |    2585405 |    2580596 |    2505385 |    2553340 |    2536264 |    2570278 |    2537675 |    2519722 |    2547682 |    2536176
    num cache misses                 |    2228929 |    2244440 |    2283733 |    2235738 |    2287059 |    2288079 |    2289032 |    2244581 |    2244985 |    2241882 |    2290446 |    2288997 |    2282346 |    2288251 |    2267560
    miss rate                        |     87.47% |     88.14% |     89.05% |     87.62% |     88.93% |     88.50% |     88.70% |     89.59% |     87.92% |     88.39% |     89.11% |     90.20% |     90.58% |     89.82% |     89.41%
    mpki                             |     224.92 |     226.18 |     233.21 |     224.80 |     233.13 |     232.64 |     232.35 |     224.93 |     225.36 |     224.73 |     231.99 |     231.22 |     229.98 |     231.37 |     228.09
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2228977 |    2244491 |    2283784 |    2235789 |    2287111 |    2288129 |    2289083 |    2244635 |    2245035 |    2241931 |    2290496 |    2289049 |    2282396 |    2288306 |    2267609
    num cache misses                 |       3859 |       3910 |       3994 |       3860 |       3974 |       3943 |       3965 |       3915 |       3901 |       3866 |       3989 |       3978 |       3988 |       3986 |       3969
    miss rate                        |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.18%
    mpki                             |       0.39 |       0.39 |       0.41 |       0.39 |       0.41 |       0.40 |       0.40 |       0.39 |       0.39 |       0.39 |       0.40 |       0.40 |       0.40 |       0.40 |       0.40
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      60545 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.68 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.25 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2120 |       2169 |       2292 |       2108 |       2260 |       2217 |       2262 |       2052 |       2170 |       2101 |       2271 |       2254 |       2282 |       2274 |       2260
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
