                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |    9909914 |    9923267 |    9792745 |    9945525 |    9810298 |    9835251 |    9851769 |    9979035 |    9961708 |    9975870 |    9872921 |    9899683 |    9924002 |    9890122 |    9941518
  Cycles                             |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976 |  100397976
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600 |   37743600
  Idle time (ns)                     |        120 |        165 |        246 |        417 |        217 |         95 |        246 |         -8 |         -8 |        279 |        225 |        120 |        321 |         74 |        266
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     299076 |     299445 |     295828 |     300062 |     296314 |     297007 |     297464 |     301064 |     300511 |     300904 |     298050 |     298793 |     299466 |     298528 |     299951
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1089576 |    1091032 |    1076786 |    1093461 |    1078701 |    1081425 |    1083228 |    1097185 |    1095229 |    1096776 |    1085536 |    1088460 |    1091113 |    1087416 |    1093024
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4564553 |    4570687 |    4510630 |    4580935 |    4518712 |    4530191 |    4537797 |    4596294 |    4588380 |    4594901 |    4547530 |    4559839 |    4571035 |    4555444 |    4579092
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94 |         92 |         92 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        146 |        140 |        140 |        140 |        140 |        140 |        140 |        140
    num misses                       |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        134 |        129 |        129 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1089576 |    1091032 |    1076786 |    1093461 |    1078701 |    1081425 |    1083228 |    1097185 |    1095229 |    1096776 |    1085536 |    1088460 |    1091113 |    1087416 |    1093024
    num cache misses                 |     370498 |     367806 |     361211 |     362477 |     358131 |     357361 |     357109 |     356485 |     358780 |     357294 |     354927 |     355553 |     355943 |     354668 |     355789
    miss rate                        |     34.00% |     33.71% |     33.55% |     33.15% |     33.20% |     33.05% |     32.97% |     32.49% |     32.76% |     32.58% |     32.70% |     32.67% |     32.62% |     32.62% |     32.55%
