                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   70121483 |   70121452 |   70121293 |   70121477 |   70121694 |   70121797 |   70121629 |   70121328 |   70121458 |   70121365 |   70121547
  Cycles                             |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304 |  440401304
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400 |  165564400
  Idle time (ns)                     |         75 |        -12 |         50 |        123 |         42 |        -17 |        133 |         99 |        123 |         99 |        -12
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021983 |   10021980 |   10021961 |   10021983 |   10022008 |   10022008 |   10022000 |   10021965 |   10021981 |   10021969 |   10021988
  num incorrect                      |       1497 |       1491 |       1476 |       1496 |       1519 |       1519 |       1511 |       1480 |       1494 |       1481 |       1502
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15296 |      15290 |      15258 |      15296 |      15338 |      15340 |      15329 |      15264 |      15292 |      15272 |      15307
    num misses                       |         50 |         50 |         49 |         50 |         51 |         52 |         51 |         50 |         50 |         50 |         51
    miss rate                        |      0.33% |      0.33% |      0.32% |      0.33% |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60040167 |   60040156 |   60040078 |   60040170 |   60040284 |   60040281 |   60040249 |   60040099 |   60040164 |   60040118 |   60040210
    num misses                       |         80 |         80 |         79 |         80 |         80 |         80 |         80 |         80 |         80 |         80 |         80
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        130 |        130 |        128 |        130 |        131 |        132 |        131 |        130 |        130 |        130 |        131
    num misses                       |        119 |        119 |        117 |        119 |        120 |        121 |        120 |        119 |        119 |        119 |        120
    miss rate                        |     91.54% |     91.54% |     91.41% |     91.54% |     91.60% |     91.67% |     91.60% |     91.54% |     91.54% |     91.54% |     91.60%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15296 |      15290 |      15258 |      15296 |      15338 |      15340 |      15329 |      15264 |      15292 |      15272 |      15307
