                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |      16.83 |      16.71 |      16.55 |      16.52 |      16.46 |      16.45 |      16.45 |      16.42 |      16.45 |      16.42 |      16.42 |      16.40 |      16.42 |      16.41 |      16.39 |      16.38
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40219 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |      10299 |      10252 |       8593 |      10264 |       9450 |      10109 |      10160 |       9376 |      10166 |       9298 |       9962 |       9037 |      10306 |      10363 |       9942 |       9864
    miss rate                        |     25.85% |     25.49% |     21.56% |     25.76% |     23.72% |     25.37% |     25.50% |     23.53% |     25.51% |     23.33% |     25.00% |     22.68% |     25.86% |     26.01% |     24.95% |     24.75%
    mpki                             |       0.26 |       0.26 |       0.21 |       0.26 |       0.24 |       0.25 |       0.26 |       0.24 |       0.26 |       0.23 |       0.25 |       0.23 |       0.26 |       0.26 |       0.25 |       0.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     685500 |     680599 |     672120 |     670616 |     666392 |     665790 |     665308 |     663653 |     665243 |     664263 |     665436 |     664316 |     665890 |     665695 |     664495 |     664026
    num cache misses                 |     680326 |     676459 |     669136 |     667704 |     663701 |     662955 |     662656 |     660947 |     662243 |     661798 |     663242 |     661724 |     663430 |     662751 |     661891 |     661693
    miss rate                        |     99.25% |     99.39% |     99.56% |     99.57% |     99.60% |     99.57% |     99.60% |     99.59% |     99.55% |     99.63% |     99.67% |     99.61% |     99.63% |     99.56% |     99.61% |     99.65%
    mpki                             |      16.96 |      16.86 |      16.69 |      16.70 |      16.63 |      16.64 |      16.64 |      16.59 |      16.63 |      16.59 |      16.62 |      16.57 |      16.61 |      16.60 |      16.58 |      16.57
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     680356 |     676492 |     669170 |     667733 |     663732 |     662985 |     662686 |     660978 |     662273 |     661830 |     663272 |     661758 |     663460 |     662781 |     661922 |     661723
    num cache misses                 |       2418 |       2489 |       2416 |       2418 |       2417 |       2420 |       2417 |       2417 |       2422 |       2417 |       2419 |       2417 |       2416 |       2420 |       2417 |       2419
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.36% |      0.37% |      0.36% |      0.37% |      0.37% |      0.37% |      0.36% |      0.37% |      0.36% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38775 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     103.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      50.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1160 |       1180 |       1166 |       1170 |       1169 |       1172 |       1167 |       1163 |       1175 |       1166 |       1167 |       1166 |       1170 |       1175 |       1176 |       1165
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
