                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   72277152 |   75495858 |   77599350 |   73044303 |   70334427 |   77934337 |   78256678 |   70455032 |   78129226 |   77749732 |   73882198 |   75790344
  Cycles                             |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844 |  230045844
  IPC                                |       0.31 |       0.33 |       0.34 |       0.32 |       0.31 |       0.34 |       0.34 |       0.31 |       0.34 |       0.34 |       0.32 |       0.33
  Time (ns)                          |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400 |   86483400
  Idle time (ns)                     |         -7 |        -21 |        -15 |         -8 |        -17 |        -15 |         -1 |        -27 |        -21 |        -10 |        -35 |        -16
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2008217 |    2096316 |    2153891 |    2029213 |    1955040 |    2163061 |    2171907 |    1958342 |    2168395 |    2158009 |    2052148 |    2104375
  num incorrect                      |        981 |        981 |        981 |        981 |        981 |        981 |       1022 |        981 |        981 |        981 |        981 |        981
  misprediction rate                 |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7875417 |    8225074 |    8453584 |    7958752 |    7664370 |    8489976 |    8525013 |    7677471 |    8511147 |    8469923 |    8049777 |    8257064
    num misses                       |         40 |         40 |         40 |         40 |         40 |         40 |         43 |         40 |         40 |         40 |         40 |         40
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   33306309 |   34786244 |   35753413 |   33659037 |   32413057 |   35907439 |   36055649 |   32468511 |   35997047 |   35822560 |   34044296 |   34921645
    num misses                       |         69 |         69 |         69 |         69 |         69 |         69 |         71 |         69 |         69 |         69 |         69 |         69
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        109 |        109 |        109 |        109 |        109 |        114 |        109 |        109 |        109 |        109 |        109
    num misses                       |        109 |        109 |        109 |        109 |        109 |        109 |        112 |        109 |        109 |        109 |        109 |        109
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |     98.25% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7875417 |    8225074 |    8453584 |    7958752 |    7664370 |    8489976 |    8525013 |    7677471 |    8511147 |    8469923 |    8049777 |    8257064
    num cache misses                 |    6859911 |    7057612 |    7159308 |    6921900 |    6724584 |    7180857 |    7167657 |    6739968 |    7174464 |    7168699 |    6970811 |    7066953
    miss rate                        |     87.11% |     85.81% |     84.69% |     86.97% |     87.74% |     84.58% |     84.08% |     87.79% |     84.29% |     84.64% |     86.60% |     85.59%
    mpki                             |      94.91 |      93.48 |      92.26 |      94.76 |      95.61 |      92.14 |      91.59 |      95.66 |      91.83 |      92.20 |      94.35 |      93.24
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   33306309 |   34786244 |   35753413 |   33659037 |   32413057 |   35907439 |   36055649 |   32468511 |   35997047 |   35822560 |   34044296 |   34921645
    num cache misses                 |    9758015 |    9914280 |   10000334 |    9798061 |    9657585 |   10011256 |   10012689 |    9671887 |   10007946 |   10006820 |    9840649 |    9917018
    miss rate                        |     29.30% |     28.50% |     27.97% |     29.11% |     29.80% |     27.88% |     27.77% |     29.79% |     27.80% |     27.93% |     28.91% |     28.40%
    mpki                             |     135.01 |     131.32 |     128.87 |     134.14 |     137.31 |     128.46 |     127.95 |     137.28 |     128.09 |     128.71 |     133.19 |     130.85
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   16617936 |   16971903 |   17159653 |   16719972 |   16382180 |   17192124 |   17180363 |   16411866 |   17182421 |   17175530 |   16811471 |   16983981
    num cache misses                 |   12849322 |   12884247 |   12901223 |   12851945 |   12770290 |   12931835 |   12953278 |   12777630 |   12948097 |   12904931 |   12856608 |   12902093
    miss rate                        |     77.32% |     75.92% |     75.18% |     76.87% |     77.95% |     75.22% |     75.40% |     77.86% |     75.36% |     75.14% |     76.48% |     75.97%
    mpki                             |     177.78 |     170.66 |     166.25 |     175.95 |     181.57 |     165.93 |     165.52 |     181.36 |     165.73 |     165.98 |     174.01 |     170.23
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
