                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   60107506 |   60121685 |   60117438 |   60107394 |   60106378 |   60105427 |   60114503 |   60110371
  Cycles                             |  160657616 |  160657616 |  160657616 |  160657616 |  160657616 |  160657616 |  160657616 |  160657616
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   60397600 |   60397600 |   60397600 |   60397600 |   60397600 |   60397600 |   60397600 |   60397600
  Idle time (ns)                     |        -37 |        -79 |        -24 |          6 |        -24 |        -79 |        -50 |         -7
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10019717 |   10022009 |   10021371 |   10019698 |   10019528 |   10019370 |   10020883 |   10020195
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      40239 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5443 |       5076 |       5197 |       5611 |       5499 |       5193 |       5520 |       5573
    miss rate                        |     35.89% |     33.11% |     34.27% |     37.00% |     36.26% |     34.25% |     36.40% |     36.75%
    mpki                             |       0.09 |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      40239 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       5289 |       5103 |       5158 |       5367 |       5267 |       5112 |       5294 |       5312
    miss rate                        |     13.27% |     12.68% |     12.94% |     13.47% |     13.22% |     12.83% |     13.29% |     13.33%
    mpki                             |       0.09 |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      10768 |      10216 |      10390 |      11013 |      10800 |      10339 |      10848 |      10919
    num cache misses                 |       4444 |       4409 |       4329 |       4481 |       4427 |       4333 |       4432 |       4450
    miss rate                        |     41.27% |     43.16% |     41.67% |     40.69% |     40.99% |     41.91% |     40.86% |     40.75%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4480 |       4448 |       4366 |       4517 |       4463 |       4368 |       4468 |       4485
    num cache misses                 |       2421 |       2487 |       2421 |       2421 |       2421 |       2421 |       2421 |       2419
    miss rate                        |     54.04% |     55.91% |     55.45% |     53.60% |     54.25% |     55.43% |     54.19% |     53.94%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19484 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1145 |       1150 |       1141 |       1151 |       1147 |       1145 |       1143 |       1150
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
