                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    miss rate                        |     36.42% |     38.41% |     45.84% |     37.66% |     41.29% |     43.26% |     45.56% |     45.49% |     45.79% |     45.24% |     45.57% |     44.99% |     44.50% |     45.26% |     46.11%
    mpki                             |       0.14 |       0.15 |       0.17 |       0.14 |       0.16 |       0.16 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40221 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8425 |       8900 |       9849 |       8639 |       8882 |       9410 |       9800 |       9771 |       9654 |       9714 |       9786 |       9707 |       9567 |       9773 |       9813
    miss rate                        |     20.95% |     22.34% |     24.72% |     21.68% |     22.29% |     23.62% |     24.60% |     24.53% |     24.23% |     24.38% |     24.56% |     24.37% |     24.01% |     24.53% |     24.63%
    mpki                             |       0.21 |       0.22 |       0.25 |       0.22 |       0.22 |       0.23 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14043 |      14756 |      16831 |      14381 |      15174 |      16000 |      16739 |      16699 |      16628 |      16605 |      16726 |      16559 |      16344 |      16666 |      16837
    num cache misses                 |      11689 |      12220 |      14321 |      11868 |      12483 |      13283 |      14112 |      14117 |      14147 |      13944 |      13951 |      13995 |      13468 |      13875 |      14146
    miss rate                        |     83.24% |     82.81% |     85.09% |     82.53% |     82.27% |     83.02% |     84.31% |     84.54% |     85.08% |     83.97% |     83.41% |     84.52% |     82.40% |     83.25% |     84.02%
    mpki                             |       0.29 |       0.30 |       0.36 |       0.30 |       0.31 |       0.33 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.34 |       0.35 |       0.35
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11725 |      12254 |      14352 |      11902 |      12515 |      13314 |      14143 |      14148 |      14178 |      13975 |      13982 |      14026 |      13499 |      13905 |      14178
    num cache misses                 |       2717 |       2655 |       2684 |       2644 |       2660 |       2670 |       2672 |       2682 |       2687 |       2680 |       2675 |       2676 |       2658 |       2666 |       2685
    miss rate                        |     23.17% |     21.67% |     18.70% |     22.21% |     21.25% |     20.05% |     18.89% |     18.96% |     18.95% |     19.18% |     19.13% |     19.08% |     19.69% |     19.17% |     18.94%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40954 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.06 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.63 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1362 |       1373 |       1410 |       1357 |       1377 |       1382 |       1389 |       1405 |       1408 |       1399 |       1396 |       1396 |       1372 |       1386 |       1394
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
