                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12621660 |   12576871 |   12580572 |   12578286 |   12618594 |   12599373 |   12581240 |   12579382 |   12581525 |   12578607 |   12577922 |   12599417
  Cycles                             |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772 |   50843772
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200 |   19114200
  Idle time (ns)                     |        -11 |        118 |         78 |         36 |        -11 |        153 |         63 |        123 |        119 |         29 |        118 |         24
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2522009 |    2513149 |    2513891 |    2513433 |    2521494 |    2517650 |    2514024 |    2513652 |    2514081 |    2513498 |    2513360 |    2517659
  num incorrect                      |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40220 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5320 |       6546 |       6576 |       6538 |       5409 |       5657 |       6516 |       6694 |       6546 |       6452 |       6614 |       5753
    miss rate                        |     34.70% |     43.17% |     43.37% |     43.12% |     35.67% |     37.31% |     42.97% |     44.14% |     43.17% |     42.55% |     43.62% |     37.94%
    mpki                             |       0.42 |       0.52 |       0.52 |       0.52 |       0.43 |       0.45 |       0.52 |       0.53 |       0.52 |       0.51 |       0.53 |       0.46
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40220 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       7319 |       8330 |       8241 |       8242 |       7475 |       7721 |       8151 |       8344 |       8188 |       8244 |       8215 |       7878
    miss rate                        |     18.20% |     20.91% |     20.68% |     20.69% |     18.76% |     19.38% |     20.46% |     20.94% |     20.55% |     20.69% |     20.62% |     19.77%
    mpki                             |       0.58 |       0.66 |       0.66 |       0.66 |       0.59 |       0.61 |       0.65 |       0.66 |       0.65 |       0.66 |       0.65 |       0.63
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12672 |      14908 |      14848 |      14811 |      12916 |      13409 |      14698 |      15069 |      14765 |      14729 |      14860 |      13662
    num cache misses                 |      10433 |      11771 |      11721 |      11503 |      10635 |      11044 |      11783 |      11831 |      11695 |      11639 |      11732 |      11237
    miss rate                        |     82.33% |     78.96% |     78.94% |     77.67% |     82.34% |     82.36% |     80.17% |     78.51% |     79.21% |     79.02% |     78.95% |     82.25%
    mpki                             |       0.83 |       0.94 |       0.93 |       0.91 |       0.84 |       0.88 |       0.94 |       0.94 |       0.93 |       0.93 |       0.93 |       0.89
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10468 |      11805 |      11754 |      11537 |      10668 |      11076 |      11814 |      11863 |      11729 |      11674 |      11765 |      11269
    num cache misses                 |       2640 |       2577 |       2576 |       2565 |       2567 |       2577 |       2575 |       2576 |       2570 |       2568 |       2582 |       2576
    miss rate                        |     25.22% |     21.83% |     21.92% |     22.23% |     24.06% |     23.27% |     21.80% |     21.71% |     21.91% |     22.00% |     21.95% |     22.86%
    mpki                             |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.21 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31224 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.81 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
