                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num cache accesses               |    1079626 |    1079047 |    1094557 |    1080230 |    1083181 |    1096536 |    1093388 |    1083677 |    1088901 |    1097185 |    1085164 |    1086728 |    1086756
    num cache misses                 |     374054 |     366302 |     363002 |     360661 |     359796 |     358542 |     359039 |     355922 |     357160 |     356777 |     354665 |     354858 |     354222
    miss rate                        |     34.65% |     33.95% |     33.16% |     33.39% |     33.22% |     32.70% |     32.84% |     32.84% |     32.80% |     32.52% |     32.68% |     32.65% |     32.59%
    mpki                             |      38.10 |      37.33 |      36.46 |      36.71 |      36.52 |      35.95 |      36.10 |      36.11 |      36.06 |      35.75 |      35.94 |      35.90 |      35.84
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4522600 |    4520183 |    4585546 |    4525157 |    4537605 |    4593887 |    4580618 |    4539692 |    4561712 |    4596319 |    4545947 |    4552547 |    4552669
    num cache misses                 |    2016142 |    2008746 |    1892103 |    2014667 |    2040475 |    1937550 |    1815956 |    2036913 |    1968230 |    1934593 |    2040764 |    2038447 |    2039123
    miss rate                        |     44.58% |     44.44% |     41.26% |     44.52% |     44.97% |     42.18% |     39.64% |     44.87% |     43.15% |     42.09% |     44.89% |     44.78% |     44.79%
    mpki                             |     205.34 |     204.69 |     190.06 |     205.07 |     207.13 |     194.27 |     182.60 |     206.67 |     198.74 |     193.86 |     206.77 |     206.24 |     206.30
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2390242 |    2375093 |    2255151 |    2375373 |    2400318 |    2296137 |    2175040 |    2392880 |    2325437 |    2291420 |    2395477 |    2393349 |    2393390
    num cache misses                 |    2053246 |    2059359 |    1998631 |    2059560 |    2066344 |    2001504 |    2030268 |    2062712 |    2064803 |    2006354 |    2064445 |    2063954 |    2062150
    miss rate                        |     85.90% |     86.71% |     88.63% |     86.70% |     86.09% |     87.17% |     93.34% |     86.20% |     88.79% |     87.56% |     86.18% |     86.24% |     86.16%
    mpki                             |     209.11 |     209.85 |     200.76 |     209.64 |     209.75 |     200.68 |     204.15 |     209.29 |     208.49 |     201.06 |     209.17 |     208.82 |     208.63
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2053292 |    2059404 |    1998679 |    2059605 |    2066391 |    2001551 |    2030313 |    2062757 |    2064851 |    2006405 |    2064493 |    2063998 |    2062198
    num cache misses                 |       3842 |       3852 |       3759 |       3860 |       3849 |       3749 |       3819 |       3868 |       3856 |       3868 |       3862 |       3850 |       3850
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.39 |       0.39 |       0.38 |       0.39 |       0.39 |       0.38 |       0.38 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39 |       0.39
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      51003 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      80.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2378 |       2392 |       2173 |       2378 |       2366 |       2162 |       2306 |       2396 |       2388 |       2276 |       2410 |       2376 |       2376
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
