                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   12604097 |   12621676 |   12599640 |   12598987 |   12609152 |   12601750 |   12600951
  Cycles                             |   29774976 |   29774976 |   29774976 |   29774976 |   29774976 |   29774976 |   29774976
  IPC                                |       0.42 |       0.42 |       0.42 |       0.42 |       0.42 |       0.42 |       0.42
  Time (ns)                          |   11193600 |   11193600 |   11193600 |   11193600 |   11193600 |   11193600 |   11193600
  Idle time (ns)                     |         19 |        -45 |         30 |          1 |         19 |        -45 |         -6
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    2518597 |    2522009 |    2517704 |    2517573 |    2519606 |    2518126 |    2517967
  num incorrect                      |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39841 |      40229 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121
    num misses                       |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5313 |       4945 |       5053 |       5071 |       5263 |       5316 |       5241
    miss rate                        |     35.04% |     32.25% |     33.32% |     33.44% |     34.71% |     35.06% |     34.56%
    mpki                             |       0.42 |       0.39 |       0.40 |       0.40 |       0.42 |       0.42 |       0.42
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      40229 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       4558 |       4394 |       4452 |       4487 |       4526 |       4548 |       4517
    miss rate                        |     11.44% |     10.92% |     11.17% |     11.26% |     11.36% |     11.42% |     11.34%
    mpki                             |       0.36 |       0.35 |       0.35 |       0.36 |       0.36 |       0.36 |       0.36
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9902 |       9373 |       9535 |       9589 |       9820 |       9895 |       9789
    num cache misses                 |       3589 |       3614 |       3576 |       3554 |       3560 |       3596 |       3577
    miss rate                        |     36.25% |     38.56% |     37.50% |     37.06% |     36.25% |     36.34% |     36.54%
    mpki                             |       0.28 |       0.29 |       0.28 |       0.28 |       0.28 |       0.29 |       0.28
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3625 |       3652 |       3613 |       3591 |       3596 |       3632 |       3613
    num cache misses                 |       2414 |       2481 |       2414 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     66.59% |     67.94% |     66.81% |     67.22% |     67.13% |     66.46% |     66.81%
    mpki                             |       0.19 |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16967 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.75 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1140 |       1147 |       1137 |       1145 |       1138 |       1141 |       1136
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
