                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      40221 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8928 |       8685 |       7944 |       8396 |       8368 |       8851 |       8907 |       8106 |       8851 |       8752 |       8396 |       8709 |       8687
    miss rate                        |     22.41% |     21.80% |     19.75% |     21.07% |     21.00% |     22.22% |     22.36% |     20.35% |     22.22% |     21.97% |     21.07% |     21.86% |     21.81%
    mpki                             |       0.22 |       0.22 |       0.20 |       0.21 |       0.21 |       0.22 |       0.22 |       0.20 |       0.22 |       0.22 |       0.21 |       0.22 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15699 |      15313 |      13494 |      14354 |      14157 |      15669 |      15650 |      13749 |      15469 |      15336 |      14413 |      15195 |      15185
    num cache misses                 |      12562 |      12274 |      11087 |      11956 |      11683 |      12435 |      12581 |      11318 |      12505 |      12221 |      12077 |      12152 |      12226
    miss rate                        |     80.02% |     80.15% |     82.16% |     83.29% |     82.52% |     79.36% |     80.39% |     82.32% |     80.84% |     79.69% |     83.79% |     79.97% |     80.51%
    mpki                             |       0.31 |       0.31 |       0.28 |       0.30 |       0.29 |       0.31 |       0.31 |       0.28 |       0.31 |       0.30 |       0.30 |       0.30 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12595 |      12306 |      11123 |      11989 |      11715 |      12467 |      12613 |      11353 |      12537 |      12254 |      12109 |      12184 |      12258
    num cache misses                 |       2625 |       2617 |       2672 |       2613 |       2602 |       2627 |       2622 |       2603 |       2627 |       2609 |       2617 |       2604 |       2603
    miss rate                        |     20.84% |     21.27% |     24.02% |     21.79% |     22.21% |     21.07% |     20.79% |     22.93% |     20.95% |     21.29% |     21.61% |     21.37% |     21.24%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34679 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.22 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1349 |       1340 |       1326 |       1335 |       1325 |       1350 |       1351 |       1332 |       1351 |       1343 |       1334 |       1336 |       1335
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
