                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60121629 |   60121312 |   60121339 |   60121262 |   60121417 |   60121177 |   60121174 |   60121144 |   60120993 |   60121081 |   60120948 |   60120931 |   60120858 |   60120855 |   60120868 |   60120743
  Cycles                             |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324 |  320560324
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400 |  120511400
  Idle time (ns)                     |        -22 |        119 |         98 |         44 |        151 |        139 |        138 |        105 |        179 |        -13 |        139 |        119 |        172 |        114 |         22 |        105
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022009 |   10021972 |   10021977 |   10021966 |   10021986 |   10021959 |   10021959 |   10021953 |   10021935 |   10021946 |   10021930 |   10021929 |   10021925 |   10021924 |   10021928 |   10021913
  num incorrect                      |       1517 |       1484 |       1486 |       1479 |       1496 |       1472 |       1472 |       1472 |       1467 |       1469 |       1457 |       1456 |       1452 |       1452 |       1452 |       1447
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15271 |      15277 |      15261 |      15291 |      15248 |      15246 |      15243 |      15212 |      15228 |      15196 |      15195 |      15184 |      15184 |      15185 |      15175
    num misses                       |         52 |         50 |         50 |         50 |         51 |         49 |         49 |         49 |         49 |         49 |         49 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40209 |      40104 |      40121 |      40072 |      40154 |      40042 |      40039 |      40026 |      39967 |      39994 |      39951 |      39943 |      39918 |      39916 |      39923 |      39872
    num misses                       |         76 |         76 |         76 |         76 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        126 |        126 |        126 |        127 |        124 |        124 |        124 |        124 |        124 |        124 |        124 |        124 |        124 |        124 |        124
