                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    num accesses                     |        124 |        119 |        118 |        120 |        119 |        118 |        117 |        119 |        118 |        116 |        118
    num misses                       |        122 |        117 |        116 |        118 |        117 |        116 |        115 |        117 |        116 |        114 |        116
    miss rate                        |     98.39% |     98.32% |     98.31% |     98.33% |     98.32% |     98.31% |     98.29% |     98.32% |     98.31% |     98.28% |     98.31%
    mpki                             |       0.88 |       0.96 |       0.96 |       0.86 |       0.89 |       0.96 |       0.95 |       0.97 |       0.96 |       0.95 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15458 |      15162 |      15154 |      15353 |      15207 |      15152 |      15130 |      15162 |      15154 |      15036 |      15133
    num cache misses                 |       5432 |       6115 |       6032 |       5317 |       5960 |       6213 |       6041 |       6189 |       5933 |       5914 |       5814
    miss rate                        |     35.14% |     40.33% |     39.80% |     34.63% |     39.19% |     41.00% |     39.93% |     40.82% |     39.15% |     39.33% |     38.42%
    mpki                             |      39.25 |      49.96 |      50.00 |      38.57 |      45.13 |      51.51 |      50.14 |      51.10 |      49.18 |      49.50 |      48.25
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40209 |      39846 |      39793 |      39994 |      39846 |      39803 |      39737 |      39846 |      39807 |      39595 |      39749
    num cache misses                 |       7591 |       8146 |       8119 |       7564 |       8016 |       8192 |       8057 |       8149 |       8097 |       8014 |       7977
    miss rate                        |     18.88% |     20.44% |     20.40% |     18.91% |     20.12% |     20.58% |     20.28% |     20.45% |     20.34% |     20.24% |     20.07%
    mpki                             |      54.85 |      66.55 |      67.30 |      54.87 |      60.70 |      67.91 |      66.87 |      67.28 |      67.12 |      67.07 |      66.20
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13059 |      14294 |      14183 |      12916 |      14009 |      14438 |      14130 |      14371 |      14064 |      13959 |      13823
    num cache misses                 |      10264 |      10968 |      10906 |      10227 |      10919 |      11034 |      10791 |      11014 |      10967 |      10673 |      10490
    miss rate                        |     78.60% |     76.73% |     76.89% |     79.18% |     77.94% |     76.42% |     76.37% |     76.64% |     77.98% |     76.46% |     75.89%
    mpki                             |      74.16 |      89.61 |      90.40 |      74.19 |      82.68 |      91.47 |      89.57 |      90.93 |      90.91 |      89.33 |      87.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10301 |      11003 |      10940 |      10263 |      10954 |      11068 |      10825 |      11049 |      11003 |      10706 |      10522
    num cache misses                 |       2599 |       2540 |       2528 |       2559 |       2536 |       2527 |       2503 |       2539 |       2538 |       2487 |       2517
    miss rate                        |     25.23% |     23.08% |     23.11% |     24.93% |     23.15% |     22.83% |     23.12% |     22.98% |     23.07% |     23.23% |     23.92%
    mpki                             |      18.78 |      20.75 |      20.95 |      18.56 |      19.20 |      20.95 |      20.78 |      20.96 |      21.04 |      20.82 |      20.89
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28097 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.23 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     68.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1259 |       1268 |       1267 |       1261 |       1270 |       1264 |       1255 |       1273 |       1276 |       1260 |       1264
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
